name,ingredient,weight
간장비빔국수,"설탕, 백설탕",3.45
간장비빔국수,"간장, 개량, 양조",3.45
간장비빔국수,"파, 쪽파, 생것",3.45
간장비빔국수,참기름,1.15
간장비빔국수,"호박, 애호박, 생것",17.25
간장비빔국수,"당근, 뿌리, 생것",17.25
간장비빔국수,"양파, 생것",17.25
간장비빔국수,"국수, 생것",46.0
(참깨제외)간장비빔국수,"설탕, 백설탕",3.45
(참깨제외)간장비빔국수,"간장, 개량, 양조",3.45
(참깨제외)간장비빔국수,"파, 쪽파, 생것",3.45
(참깨제외)간장비빔국수,"호박, 애호박, 생것",17.25
(참깨제외)간장비빔국수,"당근, 뿌리, 생것",17.25
(참깨제외)간장비빔국수,"양파, 생것",17.25
(참깨제외)간장비빔국수,"국수, 생것",46.0
감자수제비,"감자, 대지, 생것",23.0
감자수제비,"양파, 생것",5.75
감자수제비,"파, 대파, 생것",3.45
감자수제비,"멸치, 대멸치, 삶아서 말린것",2.3
감자수제비,"호박, 애호박, 생것",5.75
감자수제비,"다시마, 말린것",0.575
감자수제비,소금,0.345
감자수제비,"당근, 뿌리, 생것",3.45
감자수제비,"밀, 중력밀가루",46.0
(밀제외)감자수제비,"감자, 대지, 생것",23.0
(밀제외)감자수제비,"양파, 생것",5.75
(밀제외)감자수제비,"파, 대파, 생것",3.45
(밀제외)감자수제비,"멸치, 대멸치, 삶아서 말린것",2.3
(밀제외)감자수제비,"호박, 애호박, 생것",5.75
(밀제외)감자수제비,"다시마, 말린것",0.575
(밀제외)감자수제비,소금,0.345
(밀제외)감자수제비,"당근, 뿌리, 생것",3.45
(밀제외)감자수제비,"전분, 감자, 가루",46.0
게살된장우동,게맛살,23.0
게살된장우동,"국수, 우동, 생것",92.0
게살된장우동,"된장, 개량",2.3
게살된장우동,"간장, 개량, 양조",1.15
게살된장우동,가다랑어 육수,11.5
게살된장우동,"멸치, 대멸치, 삶아서 말린것",1.725
게살된장우동,"무, 조선무, 생것",17.25
게살된장우동,"파, 대파, 생것",2.3
국수,"국수, 소면, 말린것",46.0
국수,"호박, 애호박, 생것",17.25
국수,"달걀, 생것",2.875
국수,"당근, 뿌리, 생것",17.25
국수,"양파, 생것",17.25
국수,"소고기, 한우, 등심, 생것",17.25
국수,"김, 참김, 말린것",0.23
국수,"무, 조선무, 생것",2.3
국수,"멸치, 대멸치, 삶아서 말린것",2.3
국수,"다시마, 생것",0.575
국수,"간장, 개량, 양조",2.3
국수,"깨소금, 가루, 볶은것",0.23
국수,참기름,0.23
"(달걀,참깨제외)국수","국수, 소면, 말린것",46.0
"(달걀,참깨제외)국수","호박, 애호박, 생것",17.25
"(달걀,참깨제외)국수","당근, 뿌리, 생것",17.25
"(달걀,참깨제외)국수","양파, 생것",17.25
"(달걀,참깨제외)국수","소고기, 한우, 등심, 생것",17.25
"(달걀,참깨제외)국수","김, 참김, 말린것",0.23
"(달걀,참깨제외)국수","무, 조선무, 생것",2.3
"(달걀,참깨제외)국수","멸치, 대멸치, 삶아서 말린것",2.3
"(달걀,참깨제외)국수","다시마, 생것",0.575
"(달걀,참깨제외)국수","간장, 개량, 양조",2.3
김치우동,"국수, 우동, 생것",92.0
김치우동,"김치, 배추 김치",23.0
김치우동,"무, 조선무, 생것",11.5
김치우동,"양파, 생것",11.5
김치우동,"당근, 뿌리, 생것",5.75
김치우동,"파, 대파, 생것",5.75
김치우동,"표고버섯, 참나무재배, 생것",3.45
김치우동,"멸치, 대멸치, 삶아서 말린것",5.75
김치우동,"간장, 개량, 양조",2.3
김치우동,소금,0.23
김치해물칼국수,"국수, 칼국수, 생것",92.0
김치해물칼국수,"김치, 배추 김치",23.0
김치해물칼국수,"당근, 뿌리, 생것",11.5
김치해물칼국수,"마늘, 깐마늘, 생것",2.3
김치해물칼국수,"양파, 생것",17.25
김치해물칼국수,"파, 대파, 생것",5.75
김치해물칼국수,"새우, 꽃새우, 생것",11.5
김치해물칼국수,"홍합, 생것",11.5
김치해물칼국수,"바지락, 생것",11.5
김치해물칼국수,유채씨기름,0.575
깻잎비빔국수,"국수, 소면, 말린것",69.0
깻잎비빔국수,"들깻잎, 생것",5.75
깻잎비빔국수,"오이, 취청, 생것",5.75
깻잎비빔국수,"양배추, 생것",5.75
깻잎비빔국수,"파인애플, 생것",3.45
깻잎비빔국수,"사과, 부사(후지), 생것",3.45
깻잎비빔국수,"고추장, 개량",1.725
깻잎비빔국수,"식초, 양조",2.3
깻잎비빔국수,참기름,1.725
깻잎비빔국수,"참깨, 검정깨, 볶은것",0.23
(우유제외)냉콩국+소면,"콩(대두), 노란콩, 말린것",11.5
(우유제외)냉콩국+소면,"토마토, 방울토마토, 생것",17.25
(우유제외)냉콩국+소면,"파, 쪽파, 생것",1.725
(우유제외)냉콩국+소면,"오이, 취청, 생것",23.0
(우유제외)냉콩국+소면,"두유, 대두",115.0
(우유제외)냉콩국+소면,"국수, 소면, 말린것",57.5
냉콩국+소면,"콩(대두), 노란콩, 말린것",17.25
냉콩국+소면,"토마토, 방울토마토, 생것",17.25
냉콩국+소면,"파, 쪽파, 생것",1.725
냉콩국+소면,"오이, 취청, 생것",23.0
냉콩국+소면,우유,115.0
냉콩국+소면,"국수, 소면, 말린것",57.5
단호박수제비,"호박, 단호박, 생것",23.0
단호박수제비,"감자, 대지, 생것",17.25
단호박수제비,"양파, 생것",11.5
단호박수제비,"파, 대파, 생것",2.3
단호박수제비,"멸치, 대멸치, 삶아서 말린것",2.3
단호박수제비,"간장, 재래",0.575
단호박수제비,"당근, 뿌리, 생것",5.75
단호박수제비,"밀, 중력밀가루",46.0
(밀제외)단호박수제비,"호박, 단호박, 생것",23.0
(밀제외)단호박수제비,"감자, 대지, 생것",17.25
(밀제외)단호박수제비,"양파, 생것",11.5
(밀제외)단호박수제비,"파, 대파, 생것",2.3
(밀제외)단호박수제비,"멸치, 대멸치, 삶아서 말린것",2.3
(밀제외)단호박수제비,"간장, 재래",0.575
(밀제외)단호박수제비,"당근, 뿌리, 생것",5.75
(밀제외)단호박수제비,"전분, 감자, 가루",46.0
닭살토마토스파게티,"닭고기, 살코기, 생것",23.0
닭살토마토스파게티,"파스타, 스파게티, 말린것",57.5
닭살토마토스파게티,"스파게티 소스, 병조림",86.25
닭살토마토스파게티,"마늘, 깐마늘, 생것",1.15
닭살토마토스파게티,"당근, 뿌리, 생것",17.25
닭살토마토스파게티,"큰느타리버섯(새송이버섯), 생것",23.0
닭살토마토스파게티,"양파, 생것",23.0
닭살토마토스파게티,유채씨기름,1.725
닭채소칼국수,"닭고기, 성계, 생것",34.5
닭채소칼국수,"당근, 뿌리, 생것",17.25
닭채소칼국수,"양파, 생것",23.0
닭채소칼국수,"호박, 애호박, 생것",23.0
닭채소칼국수,"감자, 대지, 생것",23.0
닭채소칼국수,"파, 대파, 생것",5.75
닭채소칼국수,"간장, 개량, 양조",2.3
닭채소칼국수,"국수, 칼국수, 생것",92.0
닭칼국수,"국수, 칼국수, 생것",92.0
닭칼국수,"호박, 애호박, 생것",11.5
닭칼국수,"양파, 생것",11.5
닭칼국수,"마늘, 깐마늘, 생것",1.15
닭칼국수,"파, 대파, 생것",2.3
닭칼국수,"닭고기, 성계, 생것",34.5
닭칼국수,"당근, 뿌리, 생것",9.2
닭칼국수,"생강, 뿌리줄기, 생것",1.15
두유냉국수,"콩(대두), 노란콩, 말린것",5.75
두유냉국수,"두유, 대두",115.0
두유냉국수,"토마토, 방울토마토, 생것",17.25
두유냉국수,"오이, 취청, 생것",23.0
두유냉국수,"국수, 소면, 말린것",57.5
들깨수제비,"들깨, 말린것",1.495
들깨수제비,"밀, 중력밀가루",46.0
들깨수제비,"간장, 재래",0.575
들깨수제비,참기름,0.575
들깨수제비,"감자, 대지, 생것",9.2
들깨수제비,"파, 대파, 생것",1.725
들깨수제비,"멸치, 대멸치, 삶아서 말린것",2.3
(밀제외)들깨수제비,"들깨, 말린것",1.495
(밀제외)들깨수제비,"전분, 감자, 가루",46.0
(밀제외)들깨수제비,"간장, 재래",0.575
(밀제외)들깨수제비,참기름,0.575
(밀제외)들깨수제비,"감자, 대지, 생것",9.2
(밀제외)들깨수제비,"파, 대파, 생것",1.725
(밀제외)들깨수제비,"멸치, 대멸치, 삶아서 말린것",2.3
들깨칼국수,"들깨, 말린것",5.75
들깨칼국수,"국수, 칼국수, 생것",92.0
들깨칼국수,"간장, 재래",0.92
들깨칼국수,"감자, 대지, 생것",13.8
들깨칼국수,"양파, 생것",9.2
들깨칼국수,"파, 대파, 생것",2.3
들깨칼국수,"멸치, 대멸치, 삶아서 말린것",3.45
맛살우동,"국수, 우동, 생것",92.0
맛살우동,"어묵, 튀긴것",5.75
맛살우동,게맛살,11.5
맛살우동,"파, 대파, 생것",3.45
맛살우동,가다랑어 육수,92.0
맛살우동,"쑥갓, 생것",3.45
맛살우동,"팽이버섯, 생것",11.5
맛살우동,"마늘, 깐마늘, 생것",0.575
맛살우동,소금,0.23
매생이수제비,소금,0.23
매생이수제비,"매생이, 생것",11.5
매생이수제비,"양파, 생것",11.5
매생이수제비,"파, 대파, 생것",3.45
매생이수제비,"멸치, 대멸치, 삶아서 말린것",2.3
매생이수제비,"호박, 애호박, 생것",5.75
매생이수제비,"후추, 검은후추, 가루 ",0.115
매생이수제비,"당근, 뿌리, 생것",11.5
매생이수제비,"밀, 중력밀가루",46.0
(밀제외)매생이수제비,소금,0.23
(밀제외)매생이수제비,"매생이, 생것",11.5
(밀제외)매생이수제비,"양파, 생것",11.5
(밀제외)매생이수제비,"파, 대파, 생것",3.45
(밀제외)매생이수제비,"멸치, 대멸치, 삶아서 말린것",2.3
(밀제외)매생이수제비,"호박, 애호박, 생것",5.75
(밀제외)매생이수제비,"후추, 검은후추, 가루 ",0.115
(밀제외)매생이수제비,"당근, 뿌리, 생것",11.5
(밀제외)매생이수제비,"전분, 감자, 가루",46.0
메밀국수,"메밀 국수, 말린것, 삶은것",92.0
메밀국수,"무, 조선무, 생것",23.0
메밀국수,"간장, 개량, 양조",2.3
메밀국수,"파, 쪽파, 생것",2.3
메밀국수,"멸치, 대멸치, 삶아서 말린것",1.725
메밀국수,"다시마, 말린것",0.345
메밀국수,"설탕, 백설탕",0.345
메밀국수,"김, 맛김, 조미, 구운것",0.575
메밀국수,"표고버섯, 배지재배, 갓, 생것",1.15
메밀국수,소금,0.345
메밀소바,"메밀 국수, 말린것",57.5
메밀소바,"간장, 개량, 양조",3.45
메밀소바,가다랑어 육수,46.0
메밀소바,"무, 조선무, 생것",5.75
메밀소바,"파, 대파, 생것",3.45
메밀소바,"김, 김밥용김, 말린것",1.15
미트볼스파게티,"파스타, 스파게티, 말린것",46.0
미트볼스파게티,토마토 소스,23.0
미트볼스파게티,"미트볼, 냉동",17.25
미트볼스파게티,"양송이버섯, 생것",17.25
미트볼스파게티,"양파, 생것",11.5
미트볼스파게티,올리브유,5.75
미트볼스파게티,"파프리카, 초록색, 생것",5.75
바지락칼국수,"바지락, 생것",17.25
바지락칼국수,"국수, 칼국수, 생것",92.0
바지락칼국수,"호박, 애호박, 생것",11.5
바지락칼국수,"감자, 대지, 생것",17.25
바지락칼국수,"간장, 개량, 양조",2.3
바지락칼국수,"당근, 뿌리, 생것",11.5
베이컨치즈스파게티,"파스타, 스파게티, 말린것",28.75
베이컨치즈스파게티,"양파, 생것",11.5
베이컨치즈스파게티,"당근, 뿌리, 생것",17.25
베이컨치즈스파게티,돈까스 소스,34.5
베이컨치즈스파게티,"피망, 초록색, 생것",11.5
베이컨치즈스파게티,"양송이버섯, 생것",17.25
베이컨치즈스파게티,베이컨,3.45
베이컨치즈스파게티,"소고기, 한우, 등심, 생것",17.25
베이컨치즈스파게티,"치즈, 모짜렐라",11.5
베이컨치즈스파게티,버터,1.725
볶음쌀국수,"돼지고기, 살코기, 생것",23.0
볶음쌀국수,"멥쌀 국수, 말린것",57.5
볶음쌀국수,굴 소스,5.75
볶음쌀국수,"청경채, 생것",23.0
볶음쌀국수,"당근, 뿌리, 생것",17.25
볶음쌀국수,"숙주나물, 생것",28.75
볶음쌀국수,"양파, 생것",17.25
볶음쌀국수,유채씨기름,1.725
볶음우동,"국수, 우동, 생것",92.0
볶음우동,"숙주나물, 생것",17.25
볶음우동,"당근, 뿌리, 생것",11.5
볶음우동,"양파, 생것",11.5
볶음우동,"파프리카, 빨간색, 생것",11.5
볶음우동,참기름,2.3
볶음우동,"간장, 재래",2.3
볶음우동,"설탕, 백설탕",0.575
(참깨제외)볶음우동,"국수, 우동, 생것",92.0
(참깨제외)볶음우동,"숙주나물, 생것",17.25
(참깨제외)볶음우동,"당근, 뿌리, 생것",11.5
(참깨제외)볶음우동,"양파, 생것",11.5
(참깨제외)볶음우동,"파프리카, 빨간색, 생것",11.5
(참깨제외)볶음우동,"간장, 재래",2.3
(참깨제외)볶음우동,"설탕, 백설탕",0.575
비빔국수,"국수, 소면, 말린것",46.0
비빔국수,"양파, 생것",11.5
비빔국수,"고추장, 개량",1.725
비빔국수,"오이, 취청, 생것",5.75
비빔국수,"설탕, 백설탕",3.45
비빔국수,"식초, 양조",2.3
비빔국수,"참깨, 흰깨, 볶은것",1.15
비빔국수,참기름,0.575
비빔쌀국수,"멥쌀 국수, 말린것",57.5
비빔쌀국수,"소고기, 한우(3등급), 우둔(홍두깨살), 생것",11.5
비빔쌀국수,"양파, 생것",11.5
비빔쌀국수,"숙주나물, 생것",5.75
비빔쌀국수,레몬 과즙,2.3
비빔쌀국수,"간장, 개량, 양조",2.3
비빔쌀국수,"식초, 양조",2.3
비빔쌀국수,"설탕, 백설탕",2.3
비빔쌀국수,"새우, 꽃새우, 생것",8.05
비빔쌀국수,소금,0.23
비빔쌀국수,"후추, 검은후추, 가루 ",0.0115
비빔쌀국수,"마늘, 깐마늘, 생것",2.3
비빔쌀국수,"파, 대파, 생것",2.3
새싹메밀비빔국수,"설탕, 백설탕",3.45
새싹메밀비빔국수,"브로콜리, 싹, 생것",5.75
새싹메밀비빔국수,"무순, 싹, 생것",5.75
새싹메밀비빔국수,"알팔파, 싹, 생것",5.75
새싹메밀비빔국수,"간장, 개량, 양조",3.45
새싹메밀비빔국수,"파, 쪽파, 생것",2.3
새싹메밀비빔국수,참기름,1.15
새싹메밀비빔국수,"호박, 애호박, 생것",11.5
새싹메밀비빔국수,"당근, 뿌리, 생것",11.5
새싹메밀비빔국수,"양파, 생것",11.5
새싹메밀비빔국수,"메밀 국수, 말린것",57.5
새우크림스파게티,"파스타, 스파게티, 말린것",46.0
새우크림스파게티,"마늘, 깐마늘, 생것",3.45
새우크림스파게티,"브로콜리, 생것",11.5
새우크림스파게티,"양파, 생것",11.5
새우크림스파게티,"파슬리, 말린것",0.575
새우크림스파게티,"새우, 꽃새우, 생것",17.25
새우크림스파게티,우유,115.0
새우크림스파게티,"크림, 중휘핑",34.5
새우크림스파게티,버터,3.45
새우크림스파게티,유채씨기름,1.15
새우크림스파게티,소금,0.23
새우크림스파게티,"후추, 검은후추, 가루 ",0.0115
새우튀김우동,"새우, 꽃새우, 생것",23.0
새우튀김우동,"간장, 개량, 양조",0.575
새우튀김우동,유채씨기름,2.3
새우튀김우동,"밀, 튀김가루",3.45
새우튀김우동,"달걀, 생것",5.75
새우튀김우동,"국수, 우동, 생것",92.0
새우튀김우동,가다랑어 육수,5.75
새우튀김우동,"멸치, 대멸치, 삶아서 말린것",2.3
새우튀김우동,"쑥갓, 생것",3.45
새우튀김우동,"파, 대파, 생것",2.3
소고기비빔국수,"국수, 소면, 말린것",46.0
소고기비빔국수,"소고기, 한우(1++등급), 우둔(우둔살), 생것",17.25
소고기비빔국수,"양파, 생것",17.25
소고기비빔국수,"오이, 취청, 생것",17.25
소고기비빔국수,"상추, 적상추, 생것",11.5
소고기비빔국수,"무순, 싹, 생것",5.75
소고기비빔국수,"알팔파, 싹, 생것",5.75
소고기비빔국수,유채씨기름,1.725
소고기비빔국수,"설탕, 백설탕",3.45
소고기비빔국수,"마늘, 깐마늘, 생것",2.3
소고기비빔국수,"참깨, 흰깨, 볶은것",2.3
소고기비빔국수,"간장, 개량, 양조",3.45
소고기비빔국수,소금,0.23
소고기비빔국수,"식초, 양조",2.3
소고기쌀국수,"멥쌀 국수, 말린것",46.0
소고기쌀국수,"소고기, 한우(3등급), 우둔(홍두깨살), 생것",28.75
소고기쌀국수,"양파, 생것",23.0
소고기쌀국수,"숙주나물, 생것",5.75
소고기쌀국수,"쑥갓, 생것",1.15
소고기쌀국수,소금,0.23
소고기쌀국수,"파, 대파, 생것",2.3
소고기쌀국수,"피망, 초록색, 생것",5.75
수제비,"밀, 중력밀가루",46.0
수제비,"감자, 대지, 생것",23.0
수제비,"호박, 애호박, 생것",11.5
수제비,멸치 육수,115.0
수제비,"달걀, 생것",23.0
수제비,"파, 대파, 생것",5.75
수제비,"당근, 뿌리, 생것",11.5
"(달걀,밀제외)수제비","전분, 감자, 가루",46.0
"(달걀,밀제외)수제비","감자, 대지, 생것",23.0
"(달걀,밀제외)수제비","호박, 애호박, 생것",11.5
"(달걀,밀제외)수제비",멸치 육수,115.0
"(달걀,밀제외)수제비","파, 대파, 생것",5.75
"(달걀,밀제외)수제비","당근, 뿌리, 생것",11.5
쌀국수,"멥쌀 국수, 말린것",57.5
쌀국수,"양파, 생것",17.25
쌀국수,"소고기, 한우, 양지, 생것",23.0
쌀국수,"숙주나물, 생것",28.75
쌀국수볶음,"돼지고기, 등심, 생것",17.25
쌀국수볶음,"멥쌀 국수, 말린것",57.5
쌀국수볶음,굴 소스,5.75
쌀국수볶음,"청경채, 생것",23.0
쌀국수볶음,"당근, 뿌리, 생것",17.25
쌀국수볶음,"숙주나물, 생것",28.75
쌀국수볶음,"양파, 생것",23.0
쌀국수볶음,유채씨기름,1.725
알리오올리오스파게티,"파스타, 스파게티, 말린것",46.0
알리오올리오스파게티,올리브유,2.3
알리오올리오스파게티,"치즈, 파마산",2.3
알리오올리오스파게티,"파슬리, 말린것",1.15
알리오올리오스파게티,"고추, 빨간색, 말린것",1.15
알리오올리오스파게티,"후추, 검은후추, 가루 ",0.575
알리오올리오스파게티,"마늘, 깐마늘, 생것",0.575
어묵유부우동,"어묵, 튀긴것",23.0
어묵유부우동,가다랑어 육수,115.0
어묵유부우동,"간장, 개량, 양조",1.15
어묵유부우동,"국수, 우동, 생것",92.0
어묵유부우동,"두부, 유부",17.25
어묵유부우동,"팽이버섯, 생것",23.0
어묵유부우동,"쑥갓, 생것",5.75
어묵유부우동,게맛살,11.5
어묵우동,"국수, 우동, 생것",92.0
어묵우동,"곤약(구약나물), 판형, 생것",8.05
어묵우동,"마늘, 깐마늘, 생것",0.575
어묵우동,"쑥갓, 생것",3.45
어묵우동,"팽이버섯, 생것",5.75
어묵우동,"무, 조선무, 생것",11.5
어묵우동,"파, 대파, 생것",1.15
어묵우동,"어묵, 튀긴것",11.5
어묵우동,가다랑어 육수,3.45
오리엔탈비빔쌀국수,"돼지고기, 살코기, 생것",17.25
오리엔탈비빔쌀국수,"멥쌀 국수, 말린것",57.5
오리엔탈비빔쌀국수,참기름,1.15
오리엔탈비빔쌀국수,"식초, 사과식초",2.3
오리엔탈비빔쌀국수,"참깨, 흰깨, 볶은것",2.3
오리엔탈비빔쌀국수,"설탕, 백설탕",2.3
오리엔탈비빔쌀국수,"간장, 개량, 양조",3.45
오리엔탈비빔쌀국수,"청경채, 생것",23.0
오리엔탈비빔쌀국수,"당근, 뿌리, 생것",11.5
오리엔탈비빔쌀국수,"파프리카, 빨간색, 생것",17.25
오리엔탈비빔쌀국수,"파프리카, 노란색, 생것",17.25
오리엔탈비빔쌀국수,"양파, 생것",11.5
오리엔탈비빔쌀국수,"오이, 취청, 생것",17.25
오색채소비빔면,"국수, 소면, 말린것",57.5
오색채소비빔면,"파프리카, 빨간색, 생것",11.5
오색채소비빔면,"파프리카, 노란색, 생것",11.5
오색채소비빔면,"미니파프리카, 주황색, 생것",11.5
오색채소비빔면,"식초, 양조",2.3
오색채소비빔면,"설탕, 백설탕",2.3
오색채소비빔면,"참깨, 흰깨, 볶은것",2.3
오색채소비빔면,"고추장, 개량",1.725
오색채소비빔면,"양파, 생것",11.5
오색채소비빔면,"오이, 취청, 생것",11.5
오이비빔국수,"국수, 소면, 말린것",46.0
오이비빔국수,"오이, 취청, 생것",8.05
오이비빔국수,"간장, 개량, 양조",1.15
오이비빔국수,"당근, 뿌리, 생것",2.3
오이비빔국수,참기름,0.23
오이비빔국수,"설탕, 백설탕",0.23
오이비빔국수,"참깨, 흰깨, 볶은것",0.115
오징어칼국수,"국수, 칼국수, 생것",92.0
오징어칼국수,"당근, 뿌리, 생것",17.25
오징어칼국수,"양파, 생것",17.25
오징어칼국수,"호박, 애호박, 생것",17.25
오징어칼국수,"오징어, 생것",23.0
오징어칼국수,"멸치, 대멸치, 삶아서 말린것",2.3
오징어칼국수,"다시마, 생것",1.15
오징어칼국수,"간장, 개량, 양조",2.3
오징어칼국수,"김, 참김, 말린것",0.115
오징어칼국수,"부추, 재래종, 생것",5.75
온메밀국수,"메밀 국수, 말린것, 삶은것",92.0
온메밀국수,"무, 조선무, 생것",11.5
온메밀국수,"간장, 개량, 양조",1.15
온메밀국수,"파, 실파, 생것",0.69
온메밀국수,"멸치, 대멸치, 삶아서 말린것",0.575
온메밀국수,"다시마, 말린것",0.575
온메밀국수,"설탕, 백설탕",0.345
온메밀국수,"김, 김밥용김, 말린것",0.23
온메밀국수,"표고버섯, 참나무재배, 생것",0.23
우동,"김, 김밥용김, 말린것",0.23
우동,"간장, 개량, 양조",3.45
우동,"국수, 우동, 생것",92.0
우동,"두부, 유부",34.5
우동,"팽이버섯, 생것",23.0
우동,"쑥갓, 생것",5.75
우동,가다랑어 육수,115.0
유부우동,"두부, 유부",23.0
유부우동,"국수, 우동, 생것",92.0
유부우동,"간장, 개량, 양조",1.15
유부우동,가다랑어 육수,5.75
유부우동,"멸치, 대멸치, 삶아서 말린것",1.15
유부우동,"마늘, 깐마늘, 생것",0.23
유부우동,"파, 대파, 생것",3.45
잔치국수,"국수, 소면, 말린것",51.75
잔치국수,"당근, 뿌리, 생것",11.5
잔치국수,"호박, 애호박, 생것",11.5
잔치국수,"파, 대파, 생것",3.45
잔치국수,"멸치, 대멸치, 삶아서 말린것",2.3
잔치국수,유채씨기름,1.15
잔치국수,"김, 김밥용김, 말린것",0.575
잔치국수,"간장, 재래",0.575
잔치국수,"후추, 검은후추, 가루 ",0.115
짜장면,"국수, 우동, 생것",80.5
짜장면,"돼지고기, 등심, 생것",17.25
짜장면,"짜장 소스, 가루",11.5
짜장면,"양파, 생것",5.75
짜장면,"호박, 애호박, 생것",5.75
짜장면,"오이, 취청, 생것",5.75
짜장면,유채씨기름,1.725
짜장면,"전분, 감자, 가루",2.3
짜장면,"마늘, 깐마늘, 생것",1.15
짜장면,"후추, 검은후추, 가루 ",0.115
카레볶음우동,"돼지고기, 살코기, 생것",17.25
카레볶음우동,"카레, 가루 ",17.25
카레볶음우동,"당근, 뿌리, 생것",17.25
카레볶음우동,"양파, 생것",23.0
카레볶음우동,유채씨기름,1.725
카레볶음우동,"감자, 대지, 생것",23.0
카레볶음우동,"국수, 우동, 생것",92.0
칼국수,"국수, 칼국수, 생것",92.0
칼국수,"호박, 애호박, 생것",23.0
칼국수,"양파, 생것",17.25
칼국수,"간장, 재래",0.575
칼국수,"멸치, 대멸치, 삶아서 말린것",1.725
칼국수,"다시마, 말린것",1.15
칼국수,소금,0.575
칼국수,"후추, 검은후추, 가루 ",0.115
(우유제외)콩국수,"콩(대두), 노란콩, 말린것",11.5
(우유제외)콩국수,"토마토, 방울토마토, 생것",17.25
(우유제외)콩국수,"오이, 취청, 생것",23.0
(우유제외)콩국수,"두유, 대두",115.0
(우유제외)콩국수,"국수, 소면, 말린것",57.5
콩국수,"콩(대두), 노란콩, 말린것",17.25
콩국수,"토마토, 방울토마토, 생것",17.25
콩국수,"오이, 취청, 생것",23.0
콩국수,우유,115.0
콩국수,"국수, 소면, 말린것",57.5
크림소스스파게티,우유,46.0
크림소스스파게티,"파스타, 스파게티, 말린것",34.5
크림소스스파게티,베이컨,11.5
크림소스스파게티,"크림, 유지방 45%",11.5
크림소스스파게티,"양파, 생것",11.5
크림소스스파게티,"양송이버섯, 생것",11.5
크림소스스파게티,"피망, 초록색, 생것",5.75
크림소스스파게티,올리브유,3.45
크림소스스파게티,"마늘, 깐마늘, 생것",2.3
크림소스스파게티,소금,0.23
크림소스스파게티,"후추, 검은후추, 가루 ",0.115
토마토스파게티,"돼지고기, 살코기, 생것",17.25
토마토스파게티,"파스타, 스파게티, 말린것",57.5
토마토스파게티,"스파게티 소스, 병조림",86.25
토마토스파게티,"마늘, 깐마늘, 생것",2.3
토마토스파게티,"파프리카, 노란색, 생것",23.0
토마토스파게티,"파프리카, 빨간색, 생것",23.0
토마토스파게티,"양송이버섯, 생것",23.0
토마토스파게티,"양파, 생것",28.75
토마토스파게티,유채씨기름,1.725
푸실리파스타,"돼지고기, 살코기, 생것",17.25
푸실리파스타,"파스타, 스파게티, 말린것",57.5
푸실리파스타,"스파게티 소스, 병조림",86.25
푸실리파스타,"마늘, 깐마늘, 생것",2.3
푸실리파스타,"당근, 뿌리, 생것",17.25
푸실리파스타,"양송이버섯, 생것",23.0
푸실리파스타,"브로콜리, 생것",17.25
푸실리파스타,"양파, 생것",28.75
푸실리파스타,유채씨기름,1.725
해물볶음우동,"국수, 우동, 생것",92.0
해물볶음우동,"오징어, 생것",17.25
해물볶음우동,"양파, 생것",5.75
해물볶음우동,"피망, 초록색, 생것",5.75
해물볶음우동,"간장, 개량, 양조",2.3
해물볶음우동,"표고버섯, 참나무재배, 생것",2.3
해물볶음우동,굴 소스,2.3
해물볶음우동,"당근, 뿌리, 생것",2.3
해물볶음우동,물엿,1.15
해물볶음우동,유채씨기름,1.15
해물볶음우동,"마늘, 깐마늘, 생것",0.575
해물볶음우동,"후추, 검은후추, 가루 ",0.115
해물수제비,"밀, 중력밀가루",46.0
해물수제비,"새우, 시바새우, 생것",17.25
해물수제비,"바지락, 생것",17.25
해물수제비,"감자, 대지, 생것",23.0
해물수제비,"호박, 애호박, 생것",17.25
해물수제비,멸치 육수,115.0
해물수제비,"달걀, 생것",23.0
해물수제비,"파, 대파, 생것",5.75
해물수제비,"당근, 뿌리, 생것",11.5
"(달걀,밀제외)해물수제비","전분, 감자, 가루",46.0
"(달걀,밀제외)해물수제비","새우, 시바새우, 생것",17.25
"(달걀,밀제외)해물수제비","바지락, 생것",17.25
"(달걀,밀제외)해물수제비","감자, 대지, 생것",23.0
"(달걀,밀제외)해물수제비","호박, 애호박, 생것",17.25
"(달걀,밀제외)해물수제비",멸치 육수,115.0
"(달걀,밀제외)해물수제비","파, 대파, 생것",5.75
"(달걀,밀제외)해물수제비","당근, 뿌리, 생것",11.5
해물우동볶음,"국수, 우동, 생것",92.0
해물우동볶음,"당근, 뿌리, 생것",11.5
해물우동볶음,"마늘, 깐마늘, 생것",1.15
해물우동볶음,"양배추, 생것",17.25
해물우동볶음,"양파, 생것",17.25
해물우동볶음,"피망, 초록색, 생것",11.5
해물우동볶음,"홍합, 생것",11.5
해물우동볶음,"새우, 꽃새우, 생것",17.25
해물우동볶음,"오징어, 생것",11.5
해물우동볶음,굴 소스,3.45
해물칼국수,"국수, 칼국수, 생것",92.0
해물칼국수,"호박, 애호박, 생것",17.25
해물칼국수,"무, 조선무, 생것",3.45
해물칼국수,"당근, 뿌리, 생것",5.75
해물칼국수,"바지락, 생것",17.25
해물칼국수,"오징어, 생것",34.5
해물칼국수,"멸치, 대멸치, 삶아서 말린것",2.3
해물칼국수,"다시마, 생것",2.3
해물칼국수,"간장, 개량, 양조",1.15
해산물칼국수,"국수, 칼국수, 생것",92.0
