name,weight,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Retinol,β-Carotene,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Vitamin D,Linoleic Acid,Alpha-Linolenic Acid,snack,rice,special,soup,kimchi,side_dish,side_dish1,side_dish2,empty,밀,쌀,메밀,감자,대두,땅콩,들깨,참깨,씨앗,돼지,오리,닭,기타가금류,소,난류,우유,붉은살생선,흰살생선,기타,장어,멸치,게,새우,가재,"조개,꼬막",굴,"홍합,담치",오징어,문어,낙지,고둥,소라,전복,오이,마늘,샐러리,당근,브로콜리,양파,겨자,후추,토마토,체리,자두,키위,바나나,사과,배,코코넛,복숭아,메론,수박,시트러스,망고,아황산류,견과류,땅콩+견과류,other
비름나물무침,52.36,18.508,1.63968,0.579712,2.442272,1.6884,69.4148,0.79954,165.8188,0.0,1121.6408,93.47006667,0.00742,0.12348,3.1703,0.0,149.7125,69.673996,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)비름나물무침,51.8,14.154,1.589,0.1421,2.40352,1.6884,65.87,0.74144,165.774,0.0,1121.61,93.4675,0.005992,0.122892,3.1703,0.0,33.173,68.1786,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
비트무생채,55.02,21.504,0.45346,0.06188,5.0638,0.903,9.674,0.10108,155.9334,0.0,0.84,0.07,0.04151,0.026222,3.2739,0.0,7.26586,4.0586,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
비트무초절임,45.22,14.392,0.3437,0.05194,3.32444,0.644,8.946,0.08036,150.1094,0.0,0.77,0.064166667,0.03101,0.016926,3.1507,0.0,6.4085,3.9648,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
사과미나리무침,60.2,37.072,0.6335,0.05348,9.33842,1.0122,8.918,0.16884,134.68,0.0,146.426,12.20216667,0.01211,0.101346,1.0437,0.0,21.24934,11.71632,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
사과상추겉절이,61.6,67.004,0.70896,3.08644,9.99082,2.1882,19.726,0.46942,93.31,0.0,741.272,61.77266667,0.036036,0.137844,0.60158,0.0,1321.66538,26.79404,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)사과상추겉절이,58.8,41.328,0.70896,0.29792,9.9869,2.1882,18.522,0.42042,92.862,0.0,740.964,61.747,0.036036,0.135884,0.60158,0.0,156.27038,11.84008,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
사과상추무침,60.48,65.562,0.65198,3.08,9.72888,2.0846,18.914,0.46172,100.1896,0.0,355.292,29.60766667,0.034986,0.130214,0.756,0.0,1317.05616,26.30824,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)사과상추무침,58.4,40.716,0.68918,0.29158,9.89456,2.0886,17.808,0.41406,66.95,0.0,354.984,29.582,0.035636,0.131154,0.7887,0.0,151.67246,11.35428,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
사과샐러드,77.0,88.97,0.2177,5.3235,11.0691,0.91,3.5,0.1225,32.34,0.63,12.39,1.6625,0.01351,0.02086,0.861,0.0,2756.656,410.2028,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
사과샐러드(마요네즈),57.4,126.42,1.8158,10.33928,8.12308,1.0206,20.132,0.42028,34.398,0.63,10.906,1.538833333,0.017234,0.083328,0.5166,0.0,3277.35702,410.02388,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
사과샐러드(발사믹드레싱),55.3,48.741,0.25942,2.82597,5.87216,0.686,4.424,0.14917,1.127,0.0,49.168,4.097333334,0.03227,0.026278,14.4228,0.0,239.73348,24.63888,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
사과연근샐러드,74.2,71.722,0.38822,3.2095,11.18446,1.19,6.44,0.2023,22.344,0.378,8.974,1.125833333,0.022666,0.033376,4.6578,0.0,1660.8956,247.56928,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
사과오렌지샐러드(요거트드레싱),70.0,41.3,1.0416,0.5936,8.7262,1.092,30.66,0.077,7.0,8.26,6.44,8.796666667,0.05782,0.03598,14.672,0.0,20.3168,6.3462,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
(우유제외)사과오렌지샐러드(마요네즈),63.0,78.61,0.3871,5.3515,8.0045,0.952,12.32,0.1113,32.9,0.63,11.13,1.5575,0.05649,0.01904,14.4872,0.0,2755.2938,411.7372,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
사과참외샐러드,53.2,55.412,0.43092,3.2494,6.82976,0.721,2.94,0.1113,19.824,0.378,7.154,0.974166667,0.006986,0.025816,4.7544,0.0,1687.0021,247.42368,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
사과치커리무침,60.2,36.232,0.6181,0.04788,9.12842,0.8022,15.638,0.36624,153.02,0.0,313.026,26.0855,0.01141,0.087766,0.8253,0.0,12.21514,17.22952,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
삼색나물,67.48,56.196,2.17168,4.60642,3.05032,0.945,19.81,0.90244,106.5036,0.0,605.528,50.46066667,0.07728,0.12271,13.0221,0.0,1590.32426,197.652,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(대두,참깨제외)삼색나물",68.08,35.004,1.44226,2.15688,3.63528,0.8512,13.95,0.75268,279.3256,0.0,604.38,50.36500001,0.06755,0.11543,14.55216,0.0,406.80694,228.7811,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
삼색나물(고사리),51.24,23.9428,1.921458,1.06799,2.68009,0.7861,20.3322,0.810992,45.0338,0.0,646.7454,53.89545001,0.045234,0.12726,13.26052,0.0,347.524646,51.582566,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"(대두,참깨제외)삼색나물(고사리)",53.56,33.9588,1.37592,2.143496,2.880352,0.66728,13.4672,0.731968,108.2968,0.0,646.1,53.84166667,0.036592,0.1269016,14.21952,0.0,403.435264,229.5196,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
삼색초무침,75.74,46.494,2.9008,0.04648,9.23048,0.707,65.002,0.28182,215.6798,0.0,54.25,4.520833332,0.02401,0.059402,4.5332,0.0,6.3567,8.8046,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"(밀,대두,달걀제외)삼색초무침",75.74,45.444,5.5762,0.32998,5.15858,0.791,17.122,0.34692,64.6898,9.87,1209.88,110.6933333,0.06013,0.084392,1.0598,0.0,20.5254,4.0838,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
상추+쌈장,56.0,41.16,1.8452,0.7994,6.9972,2.996,48.58,0.9184,381.78,0.0,522.9,43.575,0.06412,0.14532,0.0,0.0,341.3564,46.7628,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상추겉절이,62.3,31.983,1.20526,0.38563,6.83368,3.0226,50.162,0.98742,151.984,0.0,721.581,60.13175,0.068754,0.27643,0.07455,0.0,147.12572,10.60227,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
상추달래겉절이,64.4,38.01,1.51578,0.49308,8.06596,3.4216,46.816,1.32902,148.106,0.0,843.682,70.30683333,0.068754,0.276514,0.0994,0.0,229.96974,24.73534,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
상추무생채,58.1,26.929,1.02956,0.32039,5.62128,2.0202,24.528,0.47012,142.506,0.0,354.403,29.53358333,0.04977,0.165648,3.05235,0.0,152.0281,14.12341,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
상추무침,57.26,27.7116,1.14289,0.79891,4.782498,2.64614,67.9056,0.980714,143.4888,0.0,1185.2988,98.7749,0.079016,0.2182068,0.27818,0.0,196.431032,23.852136,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)상추무침,50.58,20.1134,0.76502,0.247118,4.325686,2.24954,42.0616,0.754144,138.3814,0.0,655.718,54.64316667,0.054871,0.1762948,0.15248,0.0,75.048432,5.20464,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
상추묵무침,105.0,42.658,1.1284,0.24122,9.57642,1.533,33.012,0.5999,183.806,0.0,687.554,57.29616667,0.05971,0.133504,1.21912,0.0,96.37754,9.74974,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
상추배생채,60.62,62.762,0.67718,3.08,8.93928,2.1126,18.41,0.4424,147.2254,0.0,352.212,29.351,0.034706,0.136934,1.1844,0.0,1317.86816,25.42344,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
(참깨제외)상추배생채,58.4,37.916,0.71438,0.29158,9.10496,2.1166,17.248,0.39446,66.95,0.0,351.904,29.32533333,0.035356,0.137874,1.2171,0.0,152.48446,10.46948,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
상추부추무침,70.0,60.186,1.38628,3.1801,7.3339,2.387,38.472,1.4168,147.112,0.0,902.062,75.17183334,0.080458,0.232456,1.2614,0.0,1317.34596,25.58444,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)상추부추무침,67.2,34.51,1.38628,0.39158,7.32998,2.387,37.268,1.3678,146.664,0.0,901.754,75.14616667,0.080458,0.230496,1.2614,0.0,151.95096,10.63048,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
상추사과무침,60.2,39.186,0.89187,0.31276,9.2554,2.289,24.178,0.5607,108.409,0.0,433.461,36.12175,0.042336,0.181104,0.41895,0.0,151.42498,11.81187,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
상추사과초무침,53.06,24.458,0.396368,0.58569,5.062876,1.694,22.1816,0.407386,97.9412,0.0,241.7352,20.1446,0.0256186,0.079982,0.67235,0.0,135.551598,2.808344,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)상추사과초무침,53.94,22.9694,0.444728,0.306968,5.282964,1.6992,22.2782,0.404676,130.5246,0.0,241.7044,20.14203333,0.0264636,0.083556,0.71486,0.0,19.026788,1.312948,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
상추쌈,49.0,8.82,0.539,0.147,1.764,1.911,46.55,0.784,17.64,0.0,509.6,42.46666667,0.0539,0.1519,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
상추쑥갓무침,70.0,58.716,1.41358,3.1528,6.9664,2.891,51.702,0.8687,176.932,0.0,1402.912,116.9093333,0.052948,0.234136,2.3954,0.0,1325.80896,43.20764,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)상추쑥갓무침,67.2,33.04,1.41358,0.36428,6.96248,2.891,50.498,0.8197,176.484,0.0,1402.604,116.8836667,0.052948,0.232176,2.3954,0.0,160.41396,28.25368,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
상추오이무침,57.68,26.8744,0.90146,0.890148,4.441556,1.54224,32.0586,0.493654,180.0204,0.0,378.896,31.57466667,0.04277,0.1250368,0.61537,0.0,368.731482,11.72682,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)상추오이무침,56.98,20.4554,0.90146,0.193018,4.440576,1.54224,31.7576,0.481404,179.9084,0.0,378.819,31.56825,0.04277,0.1245468,0.61537,0.0,77.382732,7.98833,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
상추유자청무침,60.2,37.058,1.17572,0.3654,8.0304,2.7608,44.758,0.91252,150.486,0.0,651.07,54.25583333,0.065716,0.249956,4.2994,0.0,147.45444,10.7772,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
상추초무침,52.5,16.261,0.69244,0.17682,3.51204,1.9817,36.925,0.64659,48.013,0.0,803.74,66.97833334,0.047334,0.144977,0.64785,0.0,43.88867,3.3145,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
새송이버섯나물,23.94,29.876,0.6132,2.83682,1.37732,0.672,1.47,0.12488,48.7438,0.0,0.308,0.025666667,0.01029,0.05005,0.1218,0.0,1188.7827,14.95396,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(참깨제외)새송이버섯나물,23.94,29.96,0.61376,2.8441,1.3762,0.672,0.294,0.08064,48.3238,0.0,0.0,0.0,0.01029,0.04809,0.1218,0.0,576.39442,316.97428,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
새싹채소샐러드,53.2,41.342,1.08472,3.3418,2.38546,0.875,20.86,0.224,23.324,0.378,97.454,8.499166666,0.035966,0.047796,4.6445,0.0,1671.7519,271.43438,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
새싹채소샐러드(오리엔탈드레싱),50.96,19.7624,1.10635,0.864528,2.518628,0.8806,20.2146,0.212954,37.4584,0.0,95.137,7.928083333,0.035301,0.0588392,4.6445,0.0,81.52522,32.10557,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
생취나물무침,52.36,32.228,1.58578,0.623812,6.215272,2.3744,69.9048,3.03884,136.4188,0.0,1128.0108,94.00089998,0.03045,0.28959,6.3014,0.0,164.1185,90.905696,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)생취나물무침,51.8,27.874,1.5351,0.1862,6.17652,2.3744,66.36,2.98074,136.374,0.0,1127.98,93.99833332,0.029022,0.289002,6.3014,0.0,47.579,89.4103,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
세발나물,52.5,35.217,0.85295,2.85712,1.8788,1.3286,26.369,0.46711,191.219,0.0,1332.618,111.0515,0.072793,0.080948,1.6807,0.0,1179.7226,42.83006,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)세발나물,49.7,9.401,0.81494,0.06867,1.87782,1.3258,25.137,0.40803,200.186,0.0,1332.31,111.0258333,0.072975,0.06965,1.70359,0.0,14.33551,27.8761,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
세발나물된장무침,54.6,38.332,1.0997,2.96072,2.18302,1.323,28.462,0.6517,297.486,0.0,1332.618,111.0515,0.0938,0.07854,1.6807,0.0,1179.7226,42.83006,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(참깨제외)세발나물된장무침,52.8,13.376,1.1456,0.1737,2.3324,1.3475,27.678,0.61985,297.053,0.0,1336.705,111.3920833,0.094675,0.07812,1.7914,0.0,14.9337,28.0901,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
세발나물무침,63.0,57.176,1.41778,3.0926,6.7319,2.401,29.302,0.6419,292.082,0.0,1538.782,128.2318333,0.085988,0.192136,1.6807,0.0,1325.86216,52.90754,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)세발나물무침,60.2,31.5,1.41778,0.30408,6.72798,2.401,28.098,0.5929,291.634,0.0,1538.474,128.2061666,0.085988,0.190176,1.6807,0.0,160.46716,37.95358,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
세발나물초무침,58.8,58.73,1.53188,4.14162,4.76238,2.051,59.08,0.67144,240.142,0.0,1418.48,118.2066666,0.091448,0.087164,1.6807,0.0,1761.06602,50.62176,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(참깨제외)세발나물초무침,53.2,17.682,0.94808,0.11774,4.01786,1.4238,25.788,0.46004,239.694,0.0,1417.024,118.0853333,0.07252,0.075432,1.6807,0.0,40.40666,30.27976,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수박샐러드,116.2,104.944,0.74578,5.36536,14.98938,0.959,8.834,0.24388,33.474,0.63,485.618,41.09816666,0.026362,0.08407,0.93366,0.0,2764.62172,410.844,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
