name,weight,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Retinol,β-Carotene,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Vitamin D,Linoleic Acid,Alpha-Linolenic Acid,snack,rice,special,soup,kimchi,side_dish,side_dish1,side_dish2,empty,밀,쌀,메밀,감자,대두,땅콩,들깨,참깨,씨앗,돼지,오리,닭,기타가금류,소,난류,우유,붉은살생선,흰살생선,기타,장어,멸치,게,새우,가재,"조개,꼬막",굴,"홍합,담치",오징어,문어,낙지,고둥,소라,전복,오이,마늘,샐러리,당근,브로콜리,양파,겨자,후추,토마토,체리,자두,키위,바나나,사과,배,코코넛,복숭아,메론,수박,시트러스,망고,아황산류,견과류,땅콩+견과류,other
간장비빔국수,109.25,175.835,4.23476,1.59551,35.060165,2.10105,19.274,0.478745,351.417,0.0,1028.882,85.74016667,0.0471155,0.10879,3.01323,0.0,713.98256,29.51843,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)간장비빔국수,108.1,165.2895,4.23476,0.450225,35.058555,2.10105,18.7795,0.45862,351.233,0.0,1028.7555,85.72962501,0.0471155,0.107985,3.01323,0.0,235.338185,23.376625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
감자수제비,90.62,200.169,6.83813,0.62261,40.070485,2.2494,65.504,0.85077,185.53065,0.0,218.8105,18.23420833,0.099636,0.032982,3.34259,0.02944,260.308595,20.32395,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(밀제외)감자수제비,90.62,181.309,2.11393,0.16721,42.858085,1.0074,59.524,0.55637,195.19065,0.0,218.8105,18.23420833,0.025576,0.021942,3.26439,0.02944,10.730995,5.12555,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
게살된장우동,151.225,191.544,7.0417375,1.3762625,36.11506,1.98375,102.258,0.82409,521.755,0.0,6.716,0.559666667,0.119554,0.067758,1.573775,0.02208,424.799075,21.208185,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
국수,126.04,254.15,10.0671,5.8703245,38.4141745,2.1712,74.82705,1.36298,767.7515,8.395,1054.7018,96.28681667,0.0865145,0.18410925,2.859475,0.630315,540.9178525,32.669361,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"(달걀,참깨제외)국수",122.705,246.6635,9.66782,5.29897,38.284305,2.1712,70.42025,1.263505,763.94845,4.485,1054.6765,92.37470834,0.083099,0.1701425,2.859475,0.02944,413.72239,30.74525,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
김치우동,161.23,185.495,7.422675,1.554225,33.993195,2.35865,151.984,1.20865,499.5071,0.0,398.1875,33.18229167,0.1289495,0.084502,3.658725,0.0736,434.1273,22.801625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
김치해물칼국수,186.875,333.109,13.07504,1.9296425,62.628885,2.39315,54.04425,2.3936675,401.48225,3.45,715.2425,63.05354167,0.0795225,0.1112855,4.290075,0.0,554.96355,94.0666075,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
깻잎비빔국수,99.13,285.0252,7.702884,2.7783425,54.710261,2.20524,39.6313,0.767211,922.8773,0.0,509.3051,42.44209167,0.11389715,0.10148405,3.219655,0.0,1243.253684,52.6048985,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
(우유제외)냉콩국+소면,225.975,338.74975,14.0494925,6.96164,52.52924,5.395225,143.612,2.0323375,816.9025,0.0,181.91275,15.15939583,0.2090125,0.18233825,14.3771275,1.817,3308.49273,465.961025,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
냉콩국+소면,231.725,365.71725,16.2120675,7.117465,56.852665,6.062225,196.512,1.8287875,775.6175,63.25,182.54525,78.46210417,0.19826,0.32401825,4.2151525,0.0,1783.056255,242.36825,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
단호박수제비,108.675,210.00725,6.971185,0.7619325,42.370945,3.2706,63.93425,0.8596825,87.676,0.0,1167.871,97.32258333,0.10211425,0.058167,5.6313775,0.02944,302.2783625,36.27744,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(밀제외)단호박수제비,108.675,191.14725,2.246985,0.3065325,45.158545,2.0286,57.95425,0.5652825,97.336,0.0,1167.871,97.32258333,0.02805425,0.047127,5.5531775,0.02944,52.7007625,21.07904,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
닭살토마토스파게티,232.875,339.6295,14.75657,4.9367775,60.233205,5.5867,53.63025,1.8335025,525.14175,10.81,1368.5575,124.8564583,0.1834825,0.178434,2.4058,0.0,1768.13075,254.5434725,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
닭채소칼국수,220.8,375.544,14.64065,4.52755,66.068995,3.72715,32.315,1.05294,438.5065,17.25,1029.9975,103.083125,0.1428645,0.153042,5.440075,0.0,450.75055,39.652575,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
닭칼국수,163.3,350.7385,13.68891,4.491325,60.54612,2.4081,23.805,0.801665,326.1515,17.25,545.3415,62.695125,0.1161845,0.0932305,1.737765,0.0,438.220725,32.725435,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
두유냉국수,218.5,314.87,11.937575,6.1134,50.559175,3.90425,127.42,1.603675,816.7875,0.0,166.1175,13.843125,0.1766975,0.1577225,13.95295,1.817,2875.388125,395.5425,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
들깨수제비,61.87,199.68025,6.696611,1.7630305,37.260322,1.8492,63.29945,0.812153,86.03495,0.0,5.33485,0.444570833,0.0891296,0.03109255,1.12516,0.02944,570.204109,389.9159065,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(밀제외)들깨수제비,61.87,180.82025,1.972411,1.3076305,40.047922,0.6072,57.31945,0.517753,95.69495,0.0,5.33485,0.444570833,0.0150696,0.02005255,1.04696,0.02944,320.626509,374.7175065,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
들깨칼국수,127.42,332.6766,10.460239,3.286217,62.622882,3.39848,111.6857,1.364268,432.8991,0.0,8.4525,0.704375,0.0702535,0.0570055,2.333074,0.04416,727.060176,1451.018365,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
맛살우동,220.455,178.48575,5.3883825,1.490285,34.975065,2.3506,43.171,0.82524,344.55035,1.38,96.393,9.41275,0.09967625,0.05901225,0.5298625,0.0,554.881325,41.59757,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
매생이수제비,92.345,193.05855,6.92921,1.002915,38.310295,2.7232,72.89965,2.84188,142.876,0.0,659.8033,54.98360834,0.0896885,0.033511,1.403,0.02944,269.080105,39.2679,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(밀제외)매생이수제비,92.345,174.19855,2.20501,0.547515,41.097895,1.4812,66.91965,2.54748,152.536,0.0,659.8033,54.98360834,0.0156285,0.022471,1.3248,0.02944,19.502505,24.0695,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
메밀국수,124.085,121.3204,5.658345,0.7834145,22.935002,1.73305,58.1969,1.2074885,315.98435,0.0,91.03745,7.586454167,0.037421,0.08493555,2.9917825,0.02208,237.996985,34.045865,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
메밀소바,117.3,221.4555,8.71056,0.796375,44.19128,2.79105,23.483,1.860125,575.023,0.0,177.376,14.78133333,0.084525,0.1711085,3.0406,0.0,335.327695,17.379605,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
미트볼스파게티,126.5,279.565,8.6779,9.256925,40.946325,1.9665,21.045,1.2834,147.9475,6.21,128.11,16.88583333,0.0902175,0.1441525,10.1637,0.0,1267.02745,129.200775,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
바지락칼국수,151.8,311.374,9.5841,0.993025,62.91167,2.65765,32.4875,1.03569,479.734,0.0,665.39,55.44916667,0.058972,0.1100895,3.092925,0.0,437.3588,32.877925,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
베이컨치즈스파게티,154.675,272.22225,11.0485675,8.92423,37.3708025,2.093,131.2265,1.1449975,678.178,18.584,1040.22675,105.2695625,0.062261,0.2290685,6.085915,0.02001,442.9648775,41.57204,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
볶음쌀국수,174.225,282.785,11.08692,5.2396875,48.15625,1.59275,48.08725,0.9758325,1415.09225,1.6675,1126.4825,95.54104167,0.4367125,0.12259,8.13165,0.1886,736.59294,225.2092725,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
볶음우동,148.925,188.00775,3.778785,3.4839825,34.12947,2.78645,18.1125,0.3374675,275.63775,0.0,674.5555,56.21295834,0.10442,0.0535555,12.89886,0.0,1396.584265,36.619335,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(참깨제외)볶음우동,146.625,166.91675,3.778785,1.1934125,34.12625,2.78645,17.1235,0.2972175,275.26975,0.0,674.3025,56.191875,0.10442,0.0519455,12.89886,0.0,439.295515,24.335725,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
비빔국수,72.45,202.6415,5.30311,1.7060825,39.966525,1.3961,23.1265,0.515315,629.556,0.0,71.3115,5.942625,0.07243275,0.09815825,0.92,0.0,772.40394,23.7099525,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
비빔쌀국수,108.3415,235.893405,10.2334245,1.1584065,46.3068545,0.43585,23.710815,1.1759325,1324.33839,0.115,6.90368,0.690306667,0.26623765,0.1242943,2.5185,0.0,5.817735,1.459695,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
새싹메밀비빔국수,119.6,255.1735,9.04429,2.031475,49.57558,3.85365,32.821,1.79722,576.817,0.0,741.0485,61.75404167,0.1036955,0.196857,3.702195,0.0,842.64709,46.85123,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
새우크림스파게티,244.6165,429.196905,14.631082,21.2431565,45.4315895,2.078625,185.906815,2.0039325,132.66239,220.984,65.62268,226.4525567,0.08342215,0.32170905,6.156525,0.552,994.123595,226.040665,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
새우튀김우동,140.875,227.32625,10.6127175,4.49259,33.7709,1.9481,77.71125,2.0349825,251.06225,7.82,91.655,15.45791667,0.09996375,0.0664125,0.44045,1.23119,955.766495,285.017035,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
소고기비빔국수,136.505,259.463,10.20441,5.0513175,41.91037,2.43455,60.65675,0.9310975,842.94885,1.035,190.1065,16.87720833,0.117783,0.3087175,2.3621,0.0,1083.170395,226.2882025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
소고기쌀국수,112.93,195.5115,11.08761,0.99728,35.512575,0.7084,19.113,0.575805,1000.8956,0.2875,46.9315,4.198458333,0.237774,0.096439,3.20735,0.0,6.755905,2.52655,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
수제비,235.75,226.6075,8.5376,2.202825,41.18265,2.5645,31.165,1.104,55.315,31.28,681.3175,88.05645834,0.12972,0.146855,3.404575,4.807,518.64195,29.102475,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"(달걀,밀제외)수제비",212.75,176.4675,0.9522,0.052325,43.18595,1.3225,13.225,0.3956,34.845,0.0,681.3175,56.77645834,0.03772,0.027945,3.326375,0.0,17.33165,8.338075,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
쌀국수,126.5,260.705,10.16715,5.159475,43.57005,0.782,23.0,1.11435,1143.6175,2.76,1.7825,2.908541667,0.2639825,0.1094225,3.3097,0.0,69.690575,6.260025,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
쌀국수볶음,174.225,264.845,10.73732,3.2754875,48.54035,1.6905,48.25975,0.9033825,1410.72225,0.23,1126.5975,94.11312501,0.3335575,0.13294,8.30185,0.0,437.68149,212.9692475,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
알리오올리오스파게티,54.05,208.3915,6.6461375,3.7168,37.350735,1.9826,46.10925,1.029595,48.09875,5.865,180.389,20.89741667,0.04076175,0.08779675,1.4860875,0.0115,590.29822,68.474565,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
어묵유부우동,288.65,287.362,12.188275,8.22595,40.64376,3.07395,154.33,1.92487,447.7295,5.52,149.2125,17.954375,0.1383335,0.118611,0.6256,0.0,3696.50365,449.04625,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
어묵우동,137.425,175.56475,4.7343775,1.71879,34.25827,2.438,26.4845,0.359375,217.41325,2.76,91.8045,10.410375,0.09591575,0.03908275,1.4510125,0.0,667.764405,52.9713,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
오리엔탈비빔쌀국수,184.0,283.4865,10.59633,5.07472,49.75291,1.7664,70.3225,1.20497,1310.31,1.2075,923.588,78.17316667,0.3947605,0.247871,40.641575,0.14145,1209.2848,43.77291,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
오색채소비빔면,123.625,252.74125,7.163925,1.919465,50.20555,2.5415,39.32425,0.8371425,776.4455,0.0,155.80775,12.98397917,0.09698525,0.15920025,46.28405,0.0,840.8257775,38.000715,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
오이비빔국수,58.075,176.78375,5.016714,0.8705615,35.2690395,1.056965,13.4067,0.4285475,641.7759,0.0,141.72025,11.81002083,0.05749425,0.0643195,0.34822,0.0,429.1785625,18.8230275,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
오징어칼국수,178.365,325.08775,13.26272,1.323305,61.97764,2.7899,77.41225,1.103885,513.7671,0.0,1038.2085,86.51737501,0.077257,0.080362,2.857175,1.41634,445.677785,35.772245,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
온메밀국수,107.295,112.63215,4.6156975,0.431687,22.252132,1.5157,31.2846,0.9759935,119.22165,0.0,42.0509,3.504241667,0.0308545,0.0596873,1.79055,0.00736,171.03329,9.491755,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
우동,273.93,315.7877,13.14979,13.097235,35.578355,3.2821,219.995,2.56404,307.6894,0.0,177.4059,14.783825,0.167095,0.153364,1.0143,0.0,5997.26265,754.3448,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
유부우동,126.73,260.1139,9.934735,9.091118,32.683276,2.16614,168.7901,1.427219,212.3314,0.0,10.7065,0.892208333,0.124729,0.0414943,0.17871,0.01472,4121.954062,499.092065,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
잔치국수,82.915,217.79505,7.30503,1.9931225,40.68999,1.702,65.3499,0.8796925,748.8639,0.0,758.95055,63.24587917,0.07821725,0.085721,1.9249275,0.02944,589.6719875,156.029815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
짜장면,131.79,224.60305,8.365675,3.8603775,37.488275,2.4472,19.6604,0.4130225,754.66565,0.1725,26.3718,2.37015,0.133354,0.045977,0.7912,0.0,924.727765,230.2622575,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
카레볶음우동,191.475,287.2125,9.126745,7.3723625,46.71875,3.29475,31.12475,1.3789075,143.99725,1.2075,984.2275,83.22645834,0.2440875,0.058995,4.48385,0.14145,1062.11079,227.7542225,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
칼국수,136.39,295.8283,8.2225575,0.939435,61.006465,2.36555,64.6714,0.7732025,603.08415,0.0,69.2208,5.7684,0.05207775,0.0292905,2.1854025,0.02208,431.5334175,36.718465,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(우유제외)콩국수,224.25,338.3875,14.01965,6.959225,52.4561,5.37625,142.37,1.986625,816.9025,0.0,166.75,13.89583333,0.208495,0.1798025,14.140975,1.817,3307.71165,465.222725,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
