0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,allergy
찹쌀밥,만두국,애호박새우젓볶음,두부카레라이스,콩가루쑥국,empty,옥수수치즈전,총각김치,팥밥,만두순두부찌개,아욱건새우전,empty,단무지,찹쌀밥,매콤소고기숙주국,애호박새우젓볶음,기장밥,콩가루쑥국,갈치구이,일미무침,깍두기,팥밥,(달걀제외)순두부찌개,오징어떡볶음,돌나물초무침,배추김치,"난류,우유"
밤찹쌀팥밥,감자탕,메추리알고구마조림,가지채소볶음밥,감자국,열무볶음,해물김치전,열무물김치,밤콩밥,콩가루열무된장국,닭살양배추볶음,미나리초무침,파김치,유부초밥,미니우동,단무지무침,현미밥,곤약어묵국,닭살데리야끼조림,배오이생채,배추김치,기장밥,건새우된장국,돼지고기찹스테이크,미나리초무침,깍두기,"난류,땅콩+견과류"
가지채소볶음밥,소고기콩나물국,메추리알고구마조림,밤콩밥,애호박두부젓국,주꾸미채소볶음,미나리초무침,나박김치,밤찹쌀팥밥,감자탕,해물김치전,근대나물무침,총각김치,가지채소볶음밥,소고기콩나물국,연두부샐러드(오리엔탈드레싱),차조밥,맑은짬뽕국,돼지고기피망볶음,깻잎지,깍두기,흑미밥,맑은건새우아욱국,녹두전,도토리묵상추무침,배추김치,"난류,밀,땅콩+견과류"
찹쌀밥,느타리버섯국,가지무침,소고기굴소스볶음밥,만두국,우엉채곤약조림,채소크로켓,나박김치,팥밥,게살스프,애호박건새우볶음,empty,총각김치,찹쌀밥,미역국,갈치조림,소고기오이볶음밥,백짬뽕국,무생채,empty,배추김치,기장밥,닭곰탕,애호박건새우볶음,팽이버섯나물,깍두기,"난류,밀,대두"
찹쌀팥밥,표고버섯탕,애호박볶음,율무밥,만두국,두부채소굴소스볶음,팽이버섯나물,비트초절이,두부카레라이스,애호박두부된장국,가지나물무침,매콤콩나물무침,깍두기,충무김밥,맑은건새우근대국,오징어단무지무침,율무밥,소고기탕국,표고버섯달걀전,브로콜리볶음,배추김치,흑미밥,감자고추장찌개,돼지고기찹쌀구이,파채겉절이,깍두기,"우유,밀,대두"
밤콩밥,미역만두국,검정콩호두조림,취나물표고영양밥,아욱우렁된장국,매콤콩나물무침,배무생채,비트초절이,찹쌀밥,소고기국,느타리버섯나물,empty,나박김치,우엉주먹밥,감자수제비,고추장소고기볶음,차조밥,(소고기제외)당면양배추국,낙지채소볶음,깻잎나물,깍두기,찹쌀밥,다시마새우젓국,코다리조림,김구이+달래양념장,배추김치,"난류,대두,땅콩+견과류"
밤찹쌀팥밥,애호박젓국찌개,두부채소굴소스볶음,충무김밥+반찬,냉콩나물국,감자채볶음,(고춧가루제외)부추사과무침,나박김치,찹쌀밥,참외미역냉국,소고기토마토조림,애호박나물,비트초절이,차조밥,맑은동태찌개,달걀간장조림,현미밥,북어채국,닭갈비,부추사과무침,깍두기,찹쌀밥,참외미역냉국,소고기등심떡찜,애호박나물,배추김치,"밀,대두,땅콩+견과류"
잡곡밥,부추바지락국,달걀채소볶음,새우편마늘볶음밥,아욱맑은국,햄알감자버터구이,참나물겉절이,콜라비나박김치,찹쌀현미밥,다시마새우젓국,주꾸미채소간장볶음,가지깐풍,열무물김치,잡곡밥,소고기당면국,달걀채소볶음,새우편마늘볶음밥,아욱맑은국,오징어튀김,empty,깍두기,찹쌀현미밥,홍합탕,돼지고기케첩조림,가지나물,배추김치,"우유,대두,땅콩+견과류"
밤밥,어묵맑은국,양배추샐러드(참깨드레싱),팥밥,단호박수제비,매생이육전,마늘쫑무침,백김치,고구마밥,새우살미역국,느타리버섯나물,감자버터구이,오이소박이김치,꼬마김밥,잔치국수,배추김치,팥밥,해물수제비,소고기육전,마늘쫑무침,배추김치,기장밥,건새우된장국,훈제오리구이,무생채,배추김치,우유
불고기채소비빔밥,홍합무국,얼갈이나물,감자밥,어묵맑은국,참나물볶음,군만두,깍두기,고구마밥,멸치장국,순살닭볶음탕,갈치카레튀김,총각김치,소고기비빔밥,홍합무국,배추김치,현미밥,다시마양파국,돼지고기김치볶음,시금치나물,깍두기,고구마밥,콩나물국,순살닭볶음탕,쑥갓나물,배추김치,"우유,밀"
고구마밥,버섯육개장,닭다리카레찜,소고기가지덮밥,애호박맑은국,채소크로켓,사과샐러드(발사믹드레싱),나박김치,밤콩밥,대구살맑은국,애호박소고기찜,우엉채곤약조림,열무물김치,쌀밥,매생이떡국,소고기브로콜리조림,수수밥,애호박맑은국,돼지고기표고찜,참나물토마토샐러드,empty,흑미밥,오징어국,닭고기냉채,우엉채곤약조림,배추김치,"밀,대두"
새우파래볶음밥,감자옹심이국,무말랭이,팥밥,두부대합탕국,건새우볶음,게맛살파프리카볶음,비트초절이,율무밥,버섯부추국,소불고기,팽이버섯달걀전,동치미,닭가슴살채소볶음밥,감자옹심이국,무말랭이,기장밥,들깨무국,삼치살양념조림,청경채나물,배추김치,율무밥,버섯부추국,소불고기,참나물겉절이,깍두기,"난류,대두"
잡곡밥,미역만두국,우엉채곤약조림,열무비빔밥,느타리버섯국,진미채무말랭이무침,깻잎새콤무침,나박김치,찹쌀현미밥,만두닭개장,가지양념무침,파래자반,열무물김치,잡곡밥,돼지고기김치찌개,우엉채곤약조림,열무비빔밥,느타리버섯국,오징어링튀김,empty,깍두기,찹쌀현미밥,애호박양파국,토마토소스닭조림,파래자반,깍두기,대두
밤찹쌀팥밥,감자탕,순살닭볶음탕,쌀밥,바지락된장국,참나물볶음,코다리엿장조림,나박김치,수수밥,팥죽,장산적조림,갈치카레튀김,파김치,밤찹쌀팥밥,건새우무국,순살닭볶음탕,보리밥,바지락된장국,코다리엿장조림,참나물볶음,깍두기,수수밥,김치맑은국,돼지목살구이,오이양파무침,배추김치,난류
고구마밥,팥죽,장산적조림,율무밥,실파달걀국,돼지고기강정+소스,브로콜리나물,단무지,찹쌀밥,모시조개국,순살닭볶음탕,해물김치전,열무김치,기장밥,육개장,고구마순나물,율무밥,실파달걀국,돼지고기김치볶음,브로콜리나물,오이소박이김치,찹쌀밥,모시조개국,순살닭볶음탕,취나물무침,배추김치,"밀,땅콩+견과류"
팥밥,애호박맑은국,소고기버섯불고기,밤콩밥,늙은호박국,냉이나물,애호박생선살찜,열무김치,율무밥,두부전골,견과류고구마범벅,empty,백김치,수수밥,애호박맑은국,소고기버섯불고기,밤콩밥,맑은배추국,삼치양념찜,고사리나물,깍두기,율무밥,두부전골,오징어떡볶음,미역줄기볶음,배추김치,"우유,밀,땅콩+견과류"
찹쌀팥밥,두부전골,우엉채곤약조림,옥수수밥,브로콜리스프,건새우애호박볶음,해산물부추전,열무물김치,찹쌀밥,만두순두부찌개,가지양념찜,느타리버섯나물,깻잎김치,오징어김치볶음밥,실파달걀국,양상추샐러드,옥수수밥,소고기탕국,해산물부추전,감자조림,배추김치,찹쌀밥,버섯당면국,가자미구이,김구이+양념장,깻잎김치,"우유,대두"
밤찹쌀팥밥,온청포묵국,순살돼지고기김치볶음,돼지고기카레라이스,팥죽,팽이버섯달걀전,브로콜리된장무침,깍두기,고구마밥,숙주당면국,마카로니채소샐러드,empty,열무물김치,기장밥,콩나물국,순살돼지고기김치볶음,잡곡밥,순두부국,오징어두루치기,브로콜리된장무침,배추김치,흑미밥,숙주당면국,(수제)떡갈비구이,무말랭이무침,배추김치,"난류,우유,땅콩+견과류"
팥밥,미역만두국,건새우애호박볶음,닭살카레감자밥+양념장,김치두부국,뼈없는닭갈비,팽이버섯부추나물,깍두기,밤콩밥,두부전골,도라지나물,팽이버섯볶음,열무물김치,차조밥,소고기미역국,건새우애호박볶음,찹쌀밥,바지락맑은국,뼈없는닭갈비,팽이버섯부추나물,깍두기,기장밥,호박양파국,조기구이,깻잎지,깍두기,"난류,우유,대두"
돼지고기김치비빔밥,감자호박국,닭가슴살간장조림,찹쌀밥,콩나물국,메추리알곤약조림,오이볶음,얼갈이배추김치,밤콩밥,감자채맑은국,얼갈이배추겉절이,모듬견과조림,동치미,돼지고기김치비빔밥,감자호박국,멸치볶음,찹쌀밥,매콤콩나물국,소고기달걀장조림,도라지무침,배추김치,기장밥,추어탕,단호박튀김,콩자반,배추김치,땅콩+견과류
밤찹쌀팥밥,감자탕,순살닭볶음탕,쌀밥,바지락된장국,참나물볶음,코다리엿장조림,나박김치,수수밥,팥죽,장산적조림,갈치카레튀김,파김치,쌀밥,감자옹심이국,닭채소조림,수수밥,돼지고기김치찌개,가자미살구이,(참깨제외)참나물간장무침,백김치,찹쌀밥,모시조개탕,훈제오리양파볶음,가지나물,열무김치,"난류,밀,대두,땅콩+견과류"
콩밥,떡국떡미역국,팽이버섯나물,두부카레라이스,두부대합탕국,느타리버섯당근볶음,애호박볶음,비트초절이,율무밥,애호박두부된장국,empty,감자그라탕,나박김치,완두콩밥,참치미역국,콩나물무침,다진소고기김치볶음밥,두부탕국,청포묵무침,empty,나박김치,찹쌀밥,애호박맑은국,오리불고기,모듬버섯나물,배추김치,"난류,밀"
보리밥,미역만두국,양념가지찜,돼지고기양배추덮밥,느타리버섯국,오이토마토샐러드(발사믹드레싱),매콤콩나물무침,나박김치,밤찹쌀팥밥,만두닭개장,empty,애호박볶음,깻잎김치,보리밥,소고기미역국,팽이버섯나물,돼지고기잡채덮밥,맑은배추국,(밀제외)호박전,empty,깍두기,찹쌀밥,닭곰탕,훈제오리냉채,애호박볶음,배추김치,"난류,우유,대두,땅콩+견과류"
밤찹쌀팥밥,팥죽,팽이버섯달걀전,돼지고기카레라이스,숙주당면국,empty,마카로니채소샐러드,깍두기,고구마밥,온청포묵국,순살돼지고기김치볶음,오이볶음,열무물김치,소고기볶음밥,북어채국,팽이버섯나물,쌀밥,조갯살맑은국,돼지불고기,청경채무침,배추김치,찹쌀현미밥,안매운김치국,닭감자고구마조림,오이나물,깍두기,"난류,우유,밀,대두,땅콩+견과류"
수수밥,김치두부찌개,채소크로켓,밤콩밥,애호박맑은국,건새우애호박볶음,empty,열무물김치,닭살카레감자밥+양념장,만두국,무말랭이,empty,오이피클,찹쌀현미밥,안매운김치국,닭가슴살채소볶음,쌀밥,애호박젓국찌개,삼치구이,무나물,배추김치,닭가슴살채소볶음밥,표고버섯탕,멸치조림,empty,깍두기,"난류,우유,밀,대두"
고구마밥,팥죽,마늘종볶음,찹쌀밥,만두순두부찌개,양배추콘샐러드,과일땅콩샐러드,단무지,흑미밥,감자양파국,브로콜리나물,empty,열무김치,쌀밥,배추맑은국,채소달걀말이,안매운마파두부덮밥,건새우근대장국,물만두+간장,empty,배추김치,흑미밥,감자양파국,삼치데리야끼소스튀김,브로콜리나물,깍두기,"우유,땅콩+견과류"
찹쌀밥,만두국,애호박새우젓볶음,두부카레라이스,콩가루쑥국,empty,옥수수치즈전,총각김치,팥밥,만두순두부찌개,아욱건새우전,empty,단무지,찹쌀밥,애호박맑은국,닭살데리야끼조림,마파두부밥,쑥갓된장국,돼지고기떡갈비,empty,배추김치,쌀밥,안매운참치찌개,"(달걀,밀제외)해물부추전",새송이버섯볶음,깍두기,"난류,우유"
밤찹쌀팥밥,감자탕,메추리알고구마조림,가지채소볶음밥,감자국,열무볶음,해물김치전,열무물김치,밤콩밥,콩가루열무된장국,닭살양배추볶음,미나리초무침,파김치,쌀밥,감자탕,가자미간장조림,닭가슴살채소볶음밥,청경채된장국,오징어채무침,empty,배추김치,수수밥,배추맑은국,훈제오리구이+무쌈,브로콜리무침,깍두기,"난류,땅콩+견과류"
밤찹쌀팥밥,애호박새우젓국,단호박달걀찜,일본식소고기덮밥(규동),느타리버섯국,콩나물무침,달걀샐러드,깍두기,찹쌀밥,미역만두국,돼지고기갈비찜,얼갈이무침,열무김치,찹쌀밥,애호박새우젓국,채소달걀찜,소불고기덮밥,미역냉국,콘샐러드(올리브유드레싱),empty,배추김치,현미밥,돼지고기김치찌개,부추잡채볶음,얼갈이나물,나박김치,"우유,밀,대두"
가지채소볶음밥,감자국,느타리버섯나물,밤찹쌀팥밥,감자탕,미나리초무침,주꾸미채소볶음,파김치,수수밥,맑은닭개장,메추리알고구마조림,해물김치전,오이소박이김치,채소볶음밥,감자국,달걀찜(40g),김가루주먹밥,미니칼국수,찹쌀탕수육,empty,단무지,쌀밥,소고기국,메추리알장조림,오이나물,배추김치,"대두,땅콩+견과류"
밤콩밥,아욱맑은국,닭살양배추볶음,가지채소볶음밥,감자국,해물김치전,메추리알고구마조림,깍두기,밤찹쌀팥밥,감자탕,주꾸미채소볶음,열무볶음,파김치,쌀밥,배추당면국,닭간장조림,달걀채소볶음밥,감자국,(밀제외)부추전,empty,깍두기,찹쌀밥,소고기무국,가자미살구이,열무나물,배추김치,"밀,대두,땅콩+견과류"
돼지고기카레라이스,다시마감자국,매콤숙주오이무침,고구마밥,목살김치국,오이볶음,닭다리살장조림,나박김치,밤찹쌀팥밥,감자채맑은국,브로콜리된장무침,팽이버섯달걀전,비트초절이,S닭고기주먹밥,다시마감자국,들깨오이무침,쌀밥,동태찌개,돼지고기채소볶음,브로콜리나물,배추김치,현미밥,소고기양파국,달걀말이,팽이버섯나물,깍두기,"우유,대두,땅콩+견과류"
찹쌀밥,느타리버섯국,두부채소굴소스볶음,돼지고기양배추덮밥,당근스프,두부달걀찜,매콤콩나물무침,단무지무침,옥수수밥,미역만두국,주꾸미채소간장볶음,애호박볶음,비트초절이,찹쌀밥,버섯된장국,두부구이+양념장,쌀밥,양배추맑은국,돈까스+소스,콩나물무침,깍두기,차조밥,미역국,오징어채소볶음,애호박나물,배추김치,우유
밤찹쌀팥밥,감자탕,순살닭볶음탕,쌀밥,바지락된장국,참나물볶음,코다리엿장조림,나박김치,수수밥,팥죽,장산적조림,갈치카레튀김,파김치,쌀밥,S닭백숙,오이양파무침,찹쌀밥,무국,돼지고기감자조림,참나물무침,배추김치,현미밥,북어국,소불고기,미역나물,배추김치,"난류,대두"
옥수수밥,미역만두국,배무생채,일본식소고기덮밥(규동),느타리버섯국,매콤콩나물무침,애호박볶음,비트초절이,찹쌀밥,두부전골,고구마순된장무침,empty,열무물김치,수수밥,두부탕국,견과류멸치볶음,쌀밥,어묵국,돼지고기잡채,브로콜리나물,배추김치,차조밥,안매운김치국,소고기폭찹,애호박나물,깍두기,난류
찹쌀밥,곤약어묵국,김치녹두전,옥수수밥,애호박새우젓국,주꾸미간장조림,양념가지찜,열무김치,돼지고기양배추덮밥,미니유부우동,군만두,바나나사과키위샐러드,나박김치,쌀밥,양배추맑은국,소고기감자조림,오므라이스,애호박새우젓국,삼치엿장조림,empty,배추김치,찹쌀밥,안매운돼지고기김치찌개,달걀찜(40g),가지나물,깍두기,"우유,대두"
밤밥,매생이국,옥수수달걀찜,방울토마토새우볶음밥,유부쑥갓맑은국,고구마맛탕,바나나사과키위샐러드,비트초절이,완두콩밥,버섯찌개,순살간장닭갈비,모듬버섯전,오이소박이김치,쌀밥,미역국,소불고기,닭갈비덮밥,유부쑥갓맑은국,해물볶음우동,empty,배추김치,기장밥,버섯찌개,"(달걀,밀제외)참치채소전",감자조림,깍두기,"난류,우유,땅콩+견과류"
율무밥,표고버섯탕,두부땅콩조림,카레라이스,애호박맑은국,닭가슴살버터구이,양상추유자청샐러드,비트초절이,찹쌀밥,미역국,소고기토마토볶음,삼색나물,나박김치,보리밥,팽이버섯맑은국,코다리엿장조림,쌀밥,잔치국수,당면김말이튀김,empty,오이소박이김치,차조밥,조랭이떡미역국,소고기토마토볶음,시금치나물,배추김치,"난류,우유,대두"
밤밥,표고버섯탕,두부채소굴소스볶음,두부카레라이스,애호박두부젓국,새우살채소볶음,팽이버섯나물,콜라비나박김치,율무밥,미역만두국,떡갈비간장조림,느타리버섯무침,비트초절이,율무밥,모듬어묵국,명엽채조림,돼지고기짜장밥,부추달걀국,물만두+간장,empty,단무지무침,쌀밥,애호박된장국,떡갈비구이,감자채볶음,깍두기,땅콩+견과류
밤찹쌀팥밥,감자탕,순살닭볶음탕,쌀밥,바지락된장국,참나물볶음,코다리엿장조림,나박김치,수수밥,팥죽,장산적조림,갈치카레튀김,파김치,찹쌀현미밥,느타리버섯국,순살닭볶음탕,쌀밥,맑은미역국,코다리무조림,참나물무침,나박김치,수수밥,감자옹심이국,떡갈비간장조림,배추나물,파김치,"난류,밀,대두,땅콩+견과류"
완두콩밥,두부대합탕국,가지나물,율무밥,감자양파국,애호박당근볶음,양상추유자청무침,콜라비나박김치,새송이버섯카레라이스,모듬버섯찌개,오리훈제채소구이,토마토카프레제,열무물김치,완두콩밥,소고기순두부찌개,달걀우유찜,율무밥,모듬버섯찌개,오리훈제채소구이,단배추나물,콜라비나박김치,미나리불고기덮밥,냉콩나물국,녹두전,노각나물,열무김치,밀
콩밥,떡국떡미역국,팽이버섯나물,두부카레라이스,두부대합탕국,느타리버섯당근볶음,애호박볶음,비트초절이,율무밥,애호박두부된장국,empty,감자그라탕,나박김치,콩밥,굴미역국,닭가슴살단호박조림,쌀밥,두부대합탕국,고추장불고기,쑥갓나물,백김치,율무밥,부추들깨국,굴비구이,콩나물김무침,나박김치,"난류,밀"
검정콩밥,실파콩나물국,감자채볶음,찹쌀밥,맑은가쓰오부시장국,양배추샐러드(레몬드레싱),참나물겉절이,열무물김치,장조림버터비빔밥,두부장국,부추달걀볶음,건새우두부조림,석박지,검정콩밥,참치김치찌개,감자채볶음,찹쌀밥,실파콩나물국,팽이버섯돼지불고기,참나물무침,배추김치,기장밥,두부전골,떡갈비간장조림,부추나물,석박지,"난류,우유,밀"
수수밥,김치두부찌개,채소크로켓,밤콩밥,애호박맑은국,건새우애호박볶음,empty,열무물김치,닭살카레감자밥+양념장,만두국,무말랭이,empty,오이피클,수수밥,애호박맑은국,소고기채소조림,쌀밥,돼지고기김치찌개,코다리양념찜,연근호두조림,열무김치,기장밥,모듬버섯국,(수제)떡갈비구이,오이양파무침,백김치,"난류,우유,밀,대두"
고구마밥,팥죽,마늘종볶음,찹쌀밥,만두순두부찌개,양배추콘샐러드,과일땅콩샐러드,단무지,흑미밥,감자양파국,브로콜리나물,empty,열무김치,고구마밥,소고기된장국,채소달걀찜,찹쌀밥,순두부찌개,돈까스+소스,양배추콘샐러드,열무김치,흑미밥,감자양파국,임연수무조림,브로콜리나물,배추김치,"우유,땅콩+견과류"
밤찹쌀팥밥,감자탕,메추리알고구마조림,가지채소볶음밥,감자국,열무볶음,해물김치전,열무물김치,밤콩밥,콩가루열무된장국,닭살양배추볶음,미나리초무침,파김치,율무밥,김치콩나물국,가자미살구이,가지채소볶음밥,감자국,돼지고기새송이버섯장조림,empty,단배추물김치,쌀밥,콩가루열무된장국,닭살데리야끼볶음,청경채나물,백김치,"난류,땅콩+견과류"
가지채소볶음밥,소고기콩나물국,메추리알고구마조림,밤콩밥,애호박두부젓국,주꾸미채소볶음,미나리초무침,나박김치,밤찹쌀팥밥,감자탕,해물김치전,근대나물무침,총각김치,옥수수밥,소고기콩나물국,고구마닭간장조림,쌀밥,애호박두부젓국,주꾸미채소볶음,잡채,나박김치,밤콩밥,감자탕,녹두전,근대나물무침,총각김치,"난류,밀,땅콩+견과류"
밤찹쌀팥밥,감자채맑은국,empty,고구마밥,조갯살순두부맑은국,돼지고기편육,양배추쌈,총각김치,취나물표고영양밥,실파콩나물국,다시마감자채전,브로콜리된장무침,나박김치,S닭살배추죽,감자채맑은국,가자미간장조림,율무밥,순한고추장찌개,돼지고기편육,양배추쌈,총각김치,취나물표고영양밥,소고기무국,채소달걀말이,브로콜리나물,나박김치,"대두,땅콩+견과류"
밤콩밥,만두국,팽이버섯부추나물,닭살카레감자밥+양념장,유부김치국,느타리버섯나물,팽이버섯나물,비트초절이,밤밥,바지락된장국,햄참치채소전,마늘쫑무침,열무김치,수수밥,맑은단배추국,가자미무조림,닭살파프리카볶음밥,실파김국,메추리알장조림,empty,비트초절이,흑미밥,바지락국,고추장불고기,마늘종볶음,열무김치,"밀,대두,땅콩+견과류"
수수밥,두부전골,고구마순된장무침,소고기잡채덮밥,모듬버섯찌개,감자버터구이,무말랭이,석박지,찹쌀밥,낙지연포탕,팽이버섯부추나물,팽이버섯나물,열무물김치,수수밥,소고기두부탕국,고구마순된장무침,어묵잡채,미역미소장국,미트볼감자조림,empty,열무물김치,찹쌀밥,낙지연포탕,닭살양배추볶음,팽이버섯나물,석박지,우유
옥수수밥,연두부청경채새우탕,채소스크램블에그,소고기김주먹밥,느타리버섯국,오징어단무지무침,empty,나박김치,수수밥,호박감자수제비국,짜장닭볶음,진미채무침,총각김치,옥수수밥,동태살무국,토마토스크램블에그,채소주먹밥,느타리버섯국,매콤오징어볶음,empty,나박김치,수수밥,들깨미역국,닭볶음탕,땅콩우엉조림,백김치,"밀,대두"
밤찹쌀팥밥,두부감자국,알감자조림,흑미밥,모듬버섯국,소고기토마토조림,청경채초무침,열무물김치,소고기카레라이스,콩나물국,새우살크림소스볶음,얼갈이무침,석박지,찹쌀팥밥,맑은소고기배추국,김달걀말이,흑미밥,모듬버섯국,고추장불고기,청경채초무침,나박김치,날치알김치볶음밥,콩나물국,새우살크림소스볶음,얼갈이무침,석박지,"밀,땅콩+견과류"
팥밥,모듬버섯찌개,매생이육전,밤콩밥,애호박두부젓국,치즈닭갈비,파프리카유자청무침,열무물김치,소고기가지덮밥,건새우맑은국,오징어부추전,empty,깍두기,찹쌀밥,모듬버섯찌개,코다리무조림,밤밥,안매운김치국,간장닭갈비,고구마엿장조림,열무김치,소고기가지덮밥,실파달걀국,오징어부추전,empty,깍두기,"우유,대두"
팥밥,조랭이떡미역국,건새우애호박볶음,브로콜리채소볶음밥,느타리버섯국,empty,채소크로켓,깍두기,밤찹쌀팥밥,만두국,empty,미나리초무침,나박김치,팥밥,조랭이떡미역국,소고기단호박볶음,시래기영양밥+양념장,느타리버섯국,삼치무간장조림,채소크로켓,깍두기,찹쌀보리밥,만두국,콩나물돼지불고기,미나리무침,나박김치,땅콩+견과류
보리밥,미역만두국,양념가지찜,돼지고기양배추덮밥,느타리버섯국,오이토마토샐러드(발사믹드레싱),매콤콩나물무침,나박김치,밤찹쌀팥밥,만두닭개장,empty,애호박볶음,깻잎김치,보리밥,미역국,가자미양념찜,쌀밥,느타리버섯국,돼지고기감자조림,오이토마토샐러드(발사믹드레싱),시금치나물,기장밥,닭곰탕,도토리묵채소무침,empty,깍두기,"난류,우유,대두,땅콩+견과류"
콩밥,무채양파국,닭가슴살사과무침,치킨마요덮밥,감자채맑은국,녹두전,양배추유자청무침,단무지,완두콩밥,바지락파래국,닭살카레조림,김자반,열무김치,S영양닭죽,empty,무사과무침,쌀밥,감자채맑은국,돼지고기찹쌀구이,양배추유자청무침,배추김치,기장밥,바지락파래국,메추리알곤약조림,시금치나물,열무김치,"우유,밀,대두,땅콩+견과류"
수수밥,김치두부찌개,채소크로켓,밤콩밥,애호박맑은국,건새우애호박볶음,empty,열무물김치,닭살카레감자밥+양념장,만두국,무말랭이,empty,오이피클,S소고기채소죽,empty,나박김치,차조밥,애호박맑은국,삼치유자소스조림,건새우애호박볶음,열무물김치,닭영양밥,들깨미역국,도토리묵무침,empty,무말랭이,"난류,우유,밀,대두"
고구마밥,팥죽,마늘종볶음,찹쌀밥,만두순두부찌개,양배추콘샐러드,과일땅콩샐러드,단무지,흑미밥,감자양파국,브로콜리나물,empty,열무김치,팥죽,empty,마늘종볶음,찹쌀밥,순두부찌개,만두강정,양배추콘샐러드,단무지,흑미밥,감자양파국,닭날개간장조림,브로콜리나물,열무김치,"우유,땅콩+견과류"
가지채소볶음밥,소고기콩나물국,메추리알고구마조림,밤콩밥,애호박두부젓국,주꾸미채소볶음,미나리초무침,나박김치,밤찹쌀팥밥,감자탕,해물김치전,근대나물무침,총각김치,가지채소볶음밥,소고기콩나물국,고구마조림,밤콩밥,애호박두부젓국,주꾸미채소볶음,미나리나물,나박김치,쌀밥,감자탕,닭간장조림,근대나물무침,총각김치,"난류,밀,땅콩+견과류"
찹쌀밥,느타리버섯국,가지무침,소고기굴소스볶음밥,만두국,우엉채곤약조림,채소크로켓,나박김치,팥밥,게살스프,애호박건새우볶음,empty,총각김치,S소고기죽,가지양념찜,배추김치,쌀밥,황태미역국,돼지고기수육,우엉채곤약조림,나박김치,기장밥,들깨무국,삼치조림,애호박건새우볶음,총각김치,"난류,밀,대두"
밤콩밥,감자채맑은국,메추리알곤약조림,돼지고기김치비빔밥,콩나물국,주꾸미채소간장볶음,모듬견과조림,나박김치,밤콩밥,감자호박국,닭안심사과볶음,얼갈이배추겉절이,총각김치,수수밥,황태국,메추리알곤약조림,돼지고기김치볶음밥,들깨미역국,주꾸미채소간장볶음,empty,나박김치,기장밥,수제비국,닭안심사과볶음,얼갈이배추겉절이,총각김치,"대두,땅콩+견과류"
해물버섯덮밥,버섯개장,애호박콩가루볶음,율무밥,팥죽,웨지감자,토마토두부샐러드,열무김치,밤밥,맑은가쓰오부시장국,고구마줄기볶음,순살된장닭볶음,백김치,해물버섯덮밥,청경채맑은국,감자조림,율무밥,홍합살맑은국,오리채소볶음,토마토치즈샐러드,열무김치,쌀밥,미역국,고등어조림,고구마줄기볶음,백김치,"난류,대두,땅콩+견과류"
율무밥,브로콜리스프,주꾸미채소간장볶음,옥수수밥,두부전골,배무생채,고구마순된장무침,총각김치,돼지고기양배추덮밥,콩나물육개장,깻잎나물,가지양념찜,깍두기,S누룽지죽,달걀장조림,나박김치,옥수수밥,두부전골,소고기부추볶음,배무생채,배추김치,돼지고기양배추덮밥,미역장국,깻잎육전,empty,깍두기,우유
옥수수밥,브로콜리스프,건새우애호박볶음,일본식소고기덮밥(규동),느타리버섯국,매콤콩나물무침,배무생채,열무물김치,찹쌀밥,미역만두국,주꾸미채소간장볶음,고구마순된장무침,총각김치,S영양닭죽,채소달걀찜,동치미,일본식소고기덮밥(규동),콩나물국,연어구이,empty,열무물김치,찹쌀밥,들깨미역국,주꾸미채소간장볶음,고구마순나물,총각김치,"우유,밀"
가지채소볶음밥,감자국,닭살양배추볶음,밤찹쌀팥밥,아욱맑은국,느타리버섯나물,해물김치전,깍두기,수수밥,감자탕,메추리알고구마조림,미나리초무침,파김치,S가지죽,S우유(200ml),양상추샐러드(오리엔탈드레싱),쌀밥,아욱맑은국,돼지고기김치볶음,느타리버섯나물,비트초절이,수수밥,감자탕,메추리알고구마조림,미나리나물,배추김치,"밀,땅콩+견과류"
감자밥,두부미역국,단배추멸치조림,돼지고기버섯카레라이스,맑은가쓰오부시장국,코다리무조림,깻잎나물무침,석박지,팥밥,감자탕,봄동해물전,오이볶음,동치미,감자밥,소고기미역국,무생채,쌀밥,버섯맑은국,코다리무조림,깻잎나물무침,배추김치,수수밥,감자탕,봄동해물전,오이생채,동치미,"우유,대두"
밤밥,표고버섯탕,두부채소굴소스볶음,두부카레라이스,애호박두부젓국,새우살채소볶음,팽이버섯나물,콜라비나박김치,율무밥,미역만두국,떡갈비간장조림,느타리버섯무침,비트초절이,수수밥,표고버섯탕,두부채소굴소스볶음,소고기무밥+양념장,새우맑은국,두부강정,empty,콜라비나박김치,율무밥,오이미역냉국,떡갈비간장조림,미역줄기당근볶음,배추김치,"난류,우유,땅콩+견과류"
고구마밥,조갯살미역국,소불고기,쌀밥,미니새우튀김우동,오리훈제채소구이,마늘쫑무침,비트초절이,밤밥,연두부된장찌개,고등어살카레구이,깻잎나물무침,오이소박이김치,고구마밥,조갯살미역국,소불고기,쌀밥,미니새우튀김우동,마늘쫑무침,empty,깍두기,수수밥,연두부된장찌개,고등어살카레구이,깻잎나물무침,오이소박이김치,땅콩+견과류
