0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,allergy
찹쌀팥밥,순두부찌개,다시마감자채전,밤찹쌀팥밥,달래맑은국,파프리카유자청무침,새우살달걀찜,열무김치,찹쌀밥,건새우시금치국,닭다리살장조림,훈제오리단호박볶음,깍두기,찹쌀밥,유부쑥갓맑은국,파래전,잡곡밥,근대된장국,소고기버섯볶음,파프리카유자청무침,배추김치,쌀밥,건새우아욱국,훈제오리단호박볶음,시금치나물,깍두기,난류
찹쌀현미밥,바지락파래국,두부잡채,일본식소고기덮밥(규동),맑은애호박국,돼지고기강정+소스,감자샐러드,열무김치,옥수수밥,매콤애호박국,순살닭볶음탕,참나물볶음,갓김치,찹쌀밥,미역국,감자조림,잡곡밥,호박맑은국,소고기양배추볶음,팽이버섯부추나물,깍두기,쌀밥,들깨무국,순살닭볶음탕,참나물무침,배추김치,"난류,밀,땅콩+견과류"
완두콩밥,버섯찌개,두부잡채,방울토마토새우볶음밥,감자옹심이국,애호박볶음,채소비빔소면,깍두기,밤밥,달래된장국,닭고기냉채,순살간장닭갈비,열무물김치,완두콩밥,버섯맑은국,멸치볶음,잡곡밥,감자국,두부강정,토마토치커리무침,깍두기,잡곡밥,북어국,순살간장닭갈비,취나물무침,배추김치,"난류,밀,땅콩+견과류"
밤찹쌀팥밥,감자채맑은국,팽이버섯달걀전,돼지고기카레라이스,다시마감자국,마카로니채소샐러드,empty,단무지무침,고구마밥,안매운김치국,닭다리살장조림,숙주미나리나물,나박김치,찹쌀밥,미역국,팽이버섯달걀전,닭가지볶음밥,배추맑은국,뱅어포튀김,푸실리샐러드,깍두기,쌀밥,호박맑은국,돼지갈비찜,비름나물무침,배추김치,"우유,대두,땅콩+견과류"
달걀버섯볶음밥,맑은애호박국,감자버터구이,수수밥,매콤애호박국,순살간장닭갈비,아욱나물무침,오이소박이김치,찹쌀밥,감자탕,장산적조림,봄동해물전,깻잎김치,찹쌀밥,미역국,감자채피망볶음,잡곡밥,청경채맑은국,닭볶음탕,들깨무나물,배추김치,쌀밥,버섯맑은국,소고기당근볶음,오이나물,깍두기,"난류,우유,밀,대두,땅콩+견과류"
찹쌀밥,버섯맑은국,치즈감자조림,소고기가지덮밥,미니유부우동,채소크로켓,팽이버섯부추나물,동치미,팥밥,갈비탕+당면,치즈스크램블에그,팽이버섯나물,깍두기,찹쌀밥,버섯맑은국,고등어김치조림,소고기가지덮밥,팽이버섯맑은국,감자전,쑥갓나물,동치미,기장밥,갈비탕+당면,채소달걀말이,오이부추무침,깍두기,"우유,대두"
찹쌀밥,팥죽,돼지고기강정+소스,율무밥,실파달걀국,도토리묵채소무침,장산적조림,깍두기,고구마밥,모시조개국,브로콜리나물,순살닭볶음탕,단무지,고구마밥,모시조개국,삼색달걀찜,찰현미밥,양지곰국,후르츠탕수육,도토리묵채소무침,깍두기,율무밥,부추맑은국,순살닭볶음탕,브로콜리나물,배추김치,"대두,땅콩+견과류"
율무밥,매콤애호박국,감자채전,고구마밥,실파달걀국,도토리묵채소무침,연근채소전,백김치,파인애플새우볶음밥,감자탕,소고기짜장볶음,매생이육전,총각김치,고구마밥,애호박국,소불고기,율무밥,감자탕,두부구이+양념장,시금치나물,백김치,파인애플새우볶음밥,맑은가쓰오부시장국,소고기짜장볶음,도토리묵채소무침,배추김치,난류
수수밥,북어미역국,두부찜,밤콩밥,만두국,게맛살피망채볶음,더덕사과무침,깍두기,두부카레라이스,김치국,닭살버터구이,연근흑임자샐러드,비트초절이,수수밥,북어미역국,삼색채소달걀찜,차조밥,소고기무국,임연수유자청구이,더덕사과무침,깍두기,오므라이스,김치국,멸치피망볶음,비트초절이,배추김치,"우유,밀,대두"
고구마밥,매생이두부국,고등어살카레구이,일본식소고기덮밥(규동),미니새우튀김우동,옥수수채소튀김,콘샐러드(올리브유드레싱),오이피클,밤밥,모듬버섯찌개,매콤낙지채소볶음,사과오렌지샐러드(요거트드레싱),오이소박이김치,고구마밥,다시마새우젓국,닭고기우유조림,시금치소고기덮밥,늙은호박국,옥수수채소튀김,오이피클,깍두기,찰현미밥,모듬버섯찌개,낙지채소볶음,사과오렌지샐러드(요거트드레싱),오이소박이김치,"밀,대두"
흑미밥,배추당면국,크래미채소볶음,소고기카레라이스,감자국,브로콜리양배추찜,empty,깍두기,율무밥,낙지연포탕,돼지고기구이,열무나물,깍두기,흑미밥,낙지연포탕,오이유자청무침,소고기채소볶음밥,부추된장국,알감자조림,김구이,깍두기,율무밥,열무맑은국,돼지고기구이,브로콜리양배추찜,깍두기,"난류,우유,밀"
옥수수밥,감자국,브로콜리견과류볶음,소고기주먹밥,토마토감자국,얼갈이나물,해물완자전,비트초절이,완두콩밥,유부장국,돼지고기구이,취나물된장무침,단무지,옥수수밥,동태맑은국,연근엿장조림,차조밥,감자국,돼지고기구이,얼갈이나물,비트초절이,소불고기덮밥,도토리묵냉국,북어채조림,브로콜리견과류볶음,단무지,"난류,밀,대두"
밤콩밥,애호박새우젓국,팽이버섯달걀전,일본식소고기덮밥(규동),두부전골,매콤콩나물무침,느타리버섯나물,나박김치,율무밥,미역만두국,건새우애호박볶음,깻잎감자전,비트초절이,밤콩밥,애호박새우젓국,참치양파볶음,시금치소고기덮밥,다시마채국,콩나물무침,느타리버섯나물,나박김치,율무밥,두부전골,메추리알장조림,가지나물,비트초절이,밀
찹쌀밥,미역만두국,느타리버섯나물,일본식소고기덮밥(규동),느타리버섯국,배무생채,단호박달걀찜,깍두기,밤찹쌀팥밥,애호박새우젓국,머윗대들깨나물,얼갈이무침,열무김치,찹쌀밥,대구지리,느타리버섯나물,찰현미밥,얼갈이맑은국,소고기볶음,배무생채,깍두기,시래기영양밥+양념장,애호박새우젓국,김달걀말이,머윗대들깨나물,열무김치,"우유,밀,땅콩+견과류"
밤콩밥,미역만두국,검정콩호두조림,취나물표고영양밥,아욱우렁된장국,매콤콩나물무침,배무생채,비트초절이,찹쌀밥,소고기국,느타리버섯나물,empty,나박김치,차조밥,소고기국,멸치볶음,취나물표고영양밥,들깨무국,새우살볶음,느타리버섯나물,비트초절이,찹쌀밥,부추재첩국,돼지고기김치볶음,배무생채,나박김치,"밀,대두,땅콩+견과류"
콩밥,감자옹심이국,채소달걀찜,일본식소고기덮밥(규동),느타리버섯국,양상추샐러드,empty,얼갈이배추김치,찹쌀밥,두부전골,닭살찹스테이크,가지양념무침,깍두기,쌀밥,감자옹심이국,돼지고기파프리카볶음,소고기볶음밥,느타리버섯국,멸치호두조림,양상추샐러드,얼갈이배추김치,찹쌀밥,쑥갓맑은국,새우살호박볶음,가지양념무침,깍두기,"난류,밀,대두"
고구마밥,어묵맑은국,장산적조림,불고기채소비빔밥,맑은애호박국,메추리알고구마조림,콘채소샐러드,비트초절이,감자밥,팽이장국,순살간장닭갈비,모듬쌈,오이소박이김치,고구마밥,조갯살부추맑은국,오이소고기볶음,충무김밥,맑은애호박국,오징어볶음,양배추유자청샐러드,비트초절이,수수밥,감자국,순살간장닭갈비,쑥갓나물,배추김치,"난류,밀,대두,땅콩+견과류"
팥밥,미역만두국,느타리버섯나물,일본식소고기덮밥(규동),배추들깨국,가지양념찜,과일땅콩샐러드,깍두기,찹쌀밥,만두닭개장,떡갈비간장조림,배무생채,총각김치,달걀버섯볶음밥,오징어국,우엉조림,찰현미밥,배추들깨국,소고기가지볶음,고구마튀김,깍두기,찹쌀밥,버섯채소전골,떡갈비간장조림,배무생채,총각김치,"대두,땅콩+견과류"
밤밥,표고버섯탕,두부채소굴소스볶음,두부카레라이스,애호박두부젓국,새우살채소볶음,팽이버섯나물,콜라비나박김치,율무밥,미역만두국,떡갈비간장조림,동부묵무침,비트초절이,밤밥,대구탕,팽이버섯부추나물,시래기영양밥+양념장,애호박두부젓국,새우살채소볶음,팽이버섯나물,콜라비나박김치,율무밥,표고버섯탕,떡갈비간장조림,동부묵무침,비트초절이,"난류,우유,밀"
찹쌀밥,애호박맑은국,애호박건새우볶음,브로콜리채소볶음밥,맑은바지락탕,감자그라탕,팽이버섯부추나물,깍두기,팥밥,만두국,채소크로켓,건새우애호박볶음,총각김치,찹쌀밥,애호박맑은국,돼지고기감자조림,기장밥,맑은바지락탕,(저당)닭갈비,팽이버섯부추나물,깍두기,달걀채소볶음밥,다시마양파국,주꾸미숙회,브로콜리나물,총각김치,"우유,대두"
찹쌀밥,팥죽,해물김치전,수수밥,모듬버섯찌개,소고기청경채볶음,애호박건새우볶음,총각김치,일본식소고기덮밥(규동),버섯부추국,채소크로켓,부추양파생채,오이소박이김치,오징어덮밥,무채국,감자채볶음,수수밥,모듬버섯찌개,소고기청경채볶음,미역초무침,총각김치,찰현미밥,부추맑은국,돼지고기간장조림,쑥갓나물,오이소박이김치,"난류,대두"
팥밥,두부감자국,배무생채,찹쌀밥,만두닭개장,떡갈비간장조림,얼갈이배추겉절이,단무지무침,율무밥,목살김치국,매콤낙지채소볶음,가지양념찜,총각김치,팥밥,감자국,(밀제외)두부구이,찹쌀밥,부추들깨국,떡갈비간장조림,얼갈이배추겉절이,단무지무침,율무밥,목살김치국,낙지채소볶음,가지양념찜,총각김치,"난류,밀"
팥밥,만두국,느타리버섯나물,해물볶음밥,팥죽,견과류고구마범벅,empty,오이피클,밤콩밥,당근스프,우엉채곤약조림,empty,오이소박이김치,팥밥,안매운닭개장,느타리버섯나물,밤콩밥,콩나물국,(고춧가루제외)고등어조림,미나리나물,배추김치,해물볶음밥,시금치맑은국,연두부+양념장,우엉채곤약조림,오이소박이김치,"난류,우유,밀,땅콩+견과류"
쌀밥,떡국떡미역국,가지나물무침,율무밥,만두국,두부채소굴소스볶음,더덕사과무침,열무물김치,두부카레라이스,차돌박이된장국,연근흑임자샐러드,empty,비트초절이,쌀밥,소고기미역국,가지나물무침,율무밥,맑은배추국,새우살호박볶음,더덕사과무침,열무물김치,소고기잡채덮밥,다시마새우젓국,콘샐러드(올리브유드레싱),김구이,비트초절이,"난류,우유,대두"
고구마밥,두부새우젓국,다시마감자채전,밤찹쌀팥밥,숙주당면국,너비아니채소볶음,알감자조림,단배추물김치,하이라이스,감자호박국,마카로니채소샐러드,오이볶음,나박김치,고구마밥,버섯소고기국,명엽채조림,오리엔탈비빔쌀국수,미역국,닭날개조림,깻잎순나물,단배추물김치,돼지불고기덮밥,감자호박국,무조림,오이볶음,나박김치,"난류,밀,대두,땅콩+견과류"
팥밥,만두국,미트볼피망조림,브로콜리채소볶음밥,다시마감자국,뼈없는닭갈비,토마토치즈샐러드,비트초절이,밤콩밥,모듬버섯찌개,두부잡채,우엉채곤약조림,오이소박이김치,찹쌀밥,애호박맑은국,닭피망볶음,브로콜리채소볶음밥,다시마감자국,뼈없는닭갈비,empty,비트초절이,차조밥,곰국,깻잎멸치찜,우엉채곤약조림,오이소박이김치,"우유,밀,대두"
밤콩밥,감자국,시금치두부전,소고기가지덮밥,감자채국,팽이버섯달걀전,empty,총각김치,율무밥,미역만두국,매콤주꾸미볶음,애호박볶음,열무물김치,차조밥,감자국,닭다리살채소볶음,소고기가지덮밥,우거지맑은국,표고버섯간장볶음,empty,총각김치,율무밥,다시마새우젓국,주꾸미볶음,애호박볶음,열무물김치,"난류,우유,밀,대두"
밤밥,버섯찌개,모듬버섯전,완두콩밥,무채양파국,크래미채소볶음,애호박볶음,총각김치,새우크림스파게티,empty,무말랭이,감자어묵볶음,비트초절이,밤밥,버섯찌개,대구살쑥갓전,잡곡밥,무채양파국,소고기장조림,감자채소볶음,총각김치,새우크림스파게티,브로콜리스프,양상추샐러드,empty,비트초절이,대두
소고기김주먹밥,당근스프,마카로니콘샐러드,옥수수밥,바지락국,주꾸미채소간장볶음,고구마순된장무침,총각김치,찹쌀밥,만두닭개장,오징어초무침,무말랭이,얼갈이배추김치,소고기김주먹밥,베이컨달걀찜,쥐포무침,옥수수밥,바지락국,주꾸미채소간장볶음,안매운참치찌개,총각김치,찹쌀밥,고사리들깨볶음,오징어초무침,무말랭이,얼갈이배추김치,"우유,밀"
찹쌀밥,어탕국수,애호박나물,옥수수밥,팥죽,애호박볶음,표고버섯간장볶음,나박김치,새우크림스파게티,empty,다시마감자채전,양념가지찜,단무지무침,찹쌀밥,잔치국수,북어채무침,옥수수밥,콩나물국,메추리알장조림,표고버섯간장볶음,나박김치,베이컨김치볶음밥,팽이장국,도토리묵채소무침,empty,단무지,우유
밤콩밥,만두국,팽이버섯부추나물,닭살카레감자밥+양념장,유부김치국,느타리버섯나물,팽이버섯나물,비트초절이,밤밥,바지락된장국,햄참치채소전,마늘쫑무침,열무김치,찹쌀보리밥,부추맑은국,삼치단호박조림,미나리불고기덮밥,모듬버섯국,empty,미역매실청무침,비트초절이,김치영양밥,바지락살무국,닭갈비구이,마늘쫑무침,열무김치,"난류,우유,대두,땅콩+견과류"
옥수수밥,느타리버섯맑은국,콩자반,찹쌀밥,김치맑은국,주꾸미채소간장볶음,삼색나물,나박김치,새우크림스파게티,empty,시금치프리타타,연근사과샐러드,비트초절이,옥수수밥,소고기미역국,콩자반,찹쌀밥,느타리버섯맑은국,주꾸미채소간장볶음,삼색나물,나박김치,백김치볶음밥,시금치맑은국,뿌리채소맛탕,empty,비트초절이,"난류,우유,밀"
밤찹쌀팥밥,달래맑은국,새우살달걀찜,찹쌀밥,건새우시금치국,닭다리살장조림,다시마감자채전,열무김치,찹쌀팥밥,순두부찌개,훈제오리단호박볶음,파프리카유자청무침,깍두기,찰현미밥,시금치맑은국,새우살달걀찜,찹쌀밥,아욱맑은국,닭다리살장조림,다시마감자채전,열무김치,기장밥,들깨수제비,훈제오리단호박볶음,파프리카유자청무침,깍두기,"대두,땅콩+견과류"
밤콩밥,새알미역국,느타리버섯무침,쌀밥,두부대합탕국,두부채소굴소스볶음,애호박볶음,깍두기,소고기가지덮밥,표고버섯탕,연근흑임자샐러드,empty,나박김치,납작김밥,참치무국,느타리버섯무침,찰현미밥,김치국,순살찜닭,애호박볶음,깍두기,소고기가지덮밥,시금치맑은국,멸치조림,empty,나박김치,"난류,대두"
밤찹쌀팥밥,콩나물국,알감자조림,흑미밥,두부감자국,소고기토마토조림,청경채초무침,갓김치,소고기카레라이스,모듬버섯국,새우살크림소스볶음,닭가슴살샐러드(머스타드소스),석박지,소고기무밥+양념장,콩나물국,알감자조림,흑미밥,두부감자국,소고기토마토조림,청경채초무침,배추김치,수수밥,모듬버섯국,돼지고기가지볶음,시금치나물,석박지,"우유,땅콩+견과류"
옥수수밥,매생이두부국,양념가지찜,불고기주먹밥,건새우무국,비빔만두,empty,나박김치,찹쌀밥,유부실파국,돼지고기폭찹,배무생채,깍두기,옥수수밥,매생이두부국,양념가지찜,불고기주먹밥,건새우콩나물국,도라지강정,empty,나박김치,찹쌀밥,유부실파국,돼지고기폭찹,배무생채,배추김치,난류
고구마밥,팥죽,장산적조림,율무밥,새우맑은국,해물김치전,양배추샐러드(참깨드레싱),나박김치,파인애플새우볶음밥,실파달걀국,돼지고기강정+소스,토마토치즈샐러드,총각김치,찰현미밥,시금치맑은국,소고기장조림,율무밥,무맑은국,(수제)떡갈비구이,오이파프리카무침,나박김치,파인애플새우볶음밥,실파맑은국,스크램블에그,S방울토마토(70g),총각김치,"밀,대두"
옥수수밥,느타리버섯국,양배추달걀말이,돼지고기양배추덮밥,호박맑은국,주꾸미채소간장볶음,empty,비트초절이,찹쌀밥,두부전골,치즈닭갈비,건새우애호박볶음,나박김치,옥수수밥,느타리버섯국,갈치구이,소고기양배추덮밥,호박맑은국,주꾸미숙회,empty,비트초절이,찹쌀밥,감자양파국,돼지고기간장조림,돌나물사과무침,나박김치,"난류,우유,밀,대두"
찹쌀현미밥,청국장찌개,아욱건새우전,소고기가지덮밥,두부전골,달걀찜(40g),마카로니콘샐러드,열무물김치,밤콩밥,김치두부찌개,매콤주꾸미볶음,우엉채곤약조림,깍두기,찹쌀현미밥,김치국,고추장불고기,소고기가지덮밥,무채국,도토리묵채소무침,S방울토마토(70g),열무물김치,밤콩밥,청국장찌개,주꾸미볶음,우엉채곤약조림,깍두기,"우유,밀"
옥수수밥,연두부청경채새우탕,채소스크램블에그,소고기김주먹밥,느타리버섯국,오징어단무지무침,empty,나박김치,수수밥,호박감자수제비국,짜장닭볶음,진미채무침,총각김치,옥수수밥,감자국,시금치달걀찜,돼지불고기덮밥,느타리버섯국,오징어단무지무침,empty,나박김치,수수밥,호박감자수제비국,꽁치조림,배추나물,총각김치,"우유,대두"
팥밥,바지락국,명태조림,율무밥,팥죽,매콤주꾸미볶음,애호박생선살찜,깻잎김치,파프리카유부초밥,만두국,더덕사과무침,empty,깍두기,오리엔탈비빔쌀국수,부추맑은국,메추리알장조림,율무밥,소고기국,주꾸미채소볶음,애호박나물,깻잎김치,멸치볶음밥,실파무채국,오이사과무침,empty,깍두기,"밀,대두"
밤콩밥,만두국,치즈달걀찜,닭살카레감자밥+양념장,유부실파국,느타리버섯나물,오이스틱,비트초절이,밤밥,바지락된장국,햄참치채소전,마늘쫑무침,열무김치,밤콩밥,만두국,숙주초무침,미나리불고기덮밥,유부실파국,느타리버섯나물,오이스틱,비트초절이,밤밥,바지락된장국,두부달걀전,마늘쫑무침,열무김치,우유
밤찹쌀팥밥,두부감자국,알감자조림,흑미밥,모듬버섯국,소고기토마토조림,청경채초무침,열무물김치,소고기카레라이스,콩나물국,새우살크림소스볶음,얼갈이무침,석박지,김가루주먹밥,미니해물칼국수,시금치김무침,흑미밥,모듬버섯국,소고기토마토조림,청경채초무침,열무물김치,게살파인애플볶음밥,실파맑은국,늙은호박닭가슴살볶음,얼갈이무침,석박지,"난류,우유,대두,땅콩+견과류"
달걀버섯볶음밥,맑은애호박국,감자버터구이,수수밥,매콤애호박국,순살간장닭갈비,아욱나물무침,오이소박이김치,찹쌀밥,감자탕,장산적조림,봄동해물전,깻잎김치,닭영양밥,맑은애호박국,감자버터구이,수수밥,애호박국,순살간장닭갈비,아욱나물무침,오이소박이김치,찹쌀밥,감자탕,진미채간장조림,취나물된장무침,깻잎김치,"난류,땅콩+견과류"
수수밥,소고기숙주국,감자어묵볶음,일본식소고기덮밥(규동),애호박맑은국,채소크로켓,마카로니채소샐러드,열무김치,찹쌀밥,모듬버섯찌개,돼지고기편육,냉이무침,비트초절이,수수밥,들깨수제비국,닭살케첩볶음,기장밥,소고기부추국,달걀말이,애호박볶음,비트초절이,찹쌀밥,모듬버섯찌개,돼지고기편육,냉이무침,열무김치,대두
잡곡밥,부추바지락국,달걀채소볶음,새우편마늘볶음밥,아욱맑은국,햄알감자버터구이,참나물겉절이,콜라비나박김치,찹쌀현미밥,다시마새우젓국,주꾸미채소간장볶음,가지깐풍,열무물김치,잡곡밥,부추바지락국,소고기오이볶음,새우편마늘볶음밥,아욱맑은국,두부데리야끼소스구이,참나물겉절이,콜라비나박김치,찹쌀현미밥,다시마새우젓국,돼지고기김치불고기,숙주나물,열무물김치,"난류,우유,땅콩+견과류"
돼지고기양배추덮밥,감자호박국,얼갈이배추겉절이,밤콩밥,감자채맑은국,닭가슴살간장조림,모듬견과조림,깍두기,밤콩밥,콩나물국,메추리알곤약조림,닭안심사과볶음,총각김치,돼지고기김치비빔밥,감자호박국,얼갈이배추겉절이,수수밥,감자채맑은국,닭가슴살간장조림,치커리사과무침,깍두기,밤콩밥,콩나물국,병어조림,닭살청경채볶음,총각김치,"난류,밀"
율무밥,애호박새우젓국찌개,두부땅콩조림,두부카레라이스,미역만두국,우엉잡채,empty,나박김치,율무밥,표고버섯탕,양상추유자청샐러드,empty,열무물김치,기장밥,(저염)닭곰탕,참나물배겉절이,소고기부추볶음밥,애호박국,멸치조림,양상추유자청샐러드,나박김치,율무밥,버섯맑은국,우엉잡채,메추리알장조림,열무물김치,"우유,밀,대두"
잡곡밥,실파맑은국,소고기피망볶음,가지채소볶음밥,감자달걀국,알감자조림,고구마줄기볶음,열무물김치,밤찹쌀팥밥,청경채된장국,돼지고기김치볶음,취나물무침,깍두기,잡곡밥,실파맑은국,소고기피망볶음,가지채소볶음밥,모듬어묵탕,알감자조림,고구마줄기볶음,열무물김치,찰현미밥,청경채된장국,돼지고기김치볶음,취나물무침,깍두기,"난류,땅콩+견과류"
율무밥,애호박새우젓국찌개,두부땅콩조림,두부카레라이스,미역만두국,우엉잡채,empty,나박김치,율무밥,표고버섯탕,양상추유자청샐러드,empty,열무물김치,찰현미밥,애호박새우젓국찌개,두부조림,소고기가지덮밥,맑은오징어무국,우엉잡채,empty,나박김치,율무밥,표고버섯탕,닭갈비,양상추유자청샐러드,열무물김치,"난류,우유,땅콩+견과류"
찹쌀팥밥,홍합살맑은국,브로콜리견과류볶음,찹쌀팥밥,"물만두국(달걀제외,가공만두)",해물김치전,두부양념조림,갓김치,옥수수밥,애호박두부젓국,두부참치샐러드(유자청드레싱),감자버터구이,얼갈이배추김치,기장밥,다시마채국,다진소고기메추리알조림,닭살채소볶음밥,팽이버섯맑은국,황태채조림,김구이,깍두기,옥수수밥,감자국,돼지고기볶음,깻잎찜,얼갈이배추김치,"우유,밀,대두,땅콩+견과류"
달걀버섯볶음밥,맑은애호박국,감자버터구이,수수밥,매콤애호박국,순살간장닭갈비,아욱나물무침,오이소박이김치,찹쌀밥,감자탕,장산적조림,봄동해물전,깻잎김치,달걀버섯볶음밥,바지락부추국,감자채소볶음,수수밥,애호박국,순살간장닭갈비,봄동해물전,오이소박이김치,찹쌀밥,감자탕,소고기버섯장조림,아욱나물무침,깻잎김치,"우유,땅콩+견과류"
옥수수밥,매생이국,해물완자전,소고기주먹밥,유부장국,브로콜리견과류볶음,감자버터구이,비트초절이,완두콩밥,애호박젓국,돼지고기구이,모듬쌈,나박김치,새우크림스파게티,브로콜리스프,콘샐러드(올리브유드레싱),현미밥,맑은양배추국,닭감자조림,메밀봄동전,비트초절이,찹쌀보리밥,김치국,돼지고기구이,상추무침,나박김치,"난류,대두,땅콩+견과류"
팥밥,미역만두국,느타리버섯나물,일본식소고기덮밥(규동),배추들깨국,가지양념찜,과일땅콩샐러드,깍두기,찹쌀밥,만두닭개장,떡갈비간장조림,배무생채,총각김치,팥밥,참치미역국,느타리버섯나물,시금치소고기덮밥,배추들깨국,가지양념찜,콩나물무침,깍두기,찹쌀밥,버섯개장,떡갈비간장조림,배무생채,총각김치,"우유,밀,땅콩+견과류"
밤찹쌀팥밥,감자탕,순살닭볶음탕,쌀밥,바지락된장국,참나물볶음,코다리엿장조림,나박김치,수수밥,팥죽,장산적조림,갈치카레튀김,파김치,찰현미밥,아욱맑은국,순살닭볶음탕,쌀밥,감자탕,코다리엿장조림,참나물볶음,나박김치,수수밥,북어무국,소고기메란조림,미역무침,배추김치,"우유,대두,땅콩+견과류"
찹쌀밥,감자채맑은국,임연수조림,소고기상추비빔밥,늙은호박국,해물부추전,empty,깍두기,밤찹쌀팥밥,두부전골,팽이버섯달걀전,양념가지찜,총각김치,찹쌀밥,감자채맑은국,임연수조림,게살비빔밥,늙은호박국,치커리부추무침,empty,깍두기,기장밥,소갈비탕,돼지고기김치볶음,파프리카초무침,총각김치,"난류,대두,땅콩+견과류"
고구마밥,매콤애호박국,매생이육전,율무밥,감자탕,장산적조림,도토리묵채소무침,깍두기,파인애플새우볶음밥,실파달걀국,소고기짜장볶음,연근채소전,총각김치,고구마밥,애호박국,닭가슴살가지볶음,율무밥,감자탕,낙지볶음,도토리묵채소무침,깍두기,파인애플새우볶음밥,실파맑은국,메추리알장조림,양상추요거트샐러드,총각김치,"밀,땅콩+견과류"
달걀버섯볶음밥,채소스프,장산적조림,흑미밥,실파달걀국,닭살표고버섯볶음,아욱나물무침,동치미,콩밥,달래된장국,돼지고기구이,무말랭이,깍두기,참치채소볶음밥,부추맑은국,장산적조림,흑미밥,무된장국,닭살표고버섯볶음,시금치나물,동치미,콩밥,김치국,돼지고기구이,상추무침,깍두기,"난류,우유"
쌀밥,애호박맑은국,견과류고구마범벅,밤콩밥,느타리버섯국,도라지무침,닭가슴살데리야끼조림,오이피클,소고기굴소스볶음밥,만두국,우엉채곤약조림,empty,비트초절이,쌀밥,애호박맑은국,간장코다리강정,찰현미밥,느타리버섯국,닭가슴살데리야끼조림,도라지오이무침,배추김치,소고기부추볶음밥,배추맑은국,우엉채곤약조림,김무침,비트초절이,"난류,우유,대두"
열무비빔밥,모듬버섯찌개,파프리카유자청무침,찹쌀밥,애호박맑은국,차돌숙주볶음,고구마순된장무침,오이피클,팥밥,느타리버섯국,참외노각무침,검정콩호두조림,오이소박이김치,열무비빔밥,모듬어묵탕,파프리카유자청무침,찹쌀밥,애호박맑은국,차돌숙주볶음,고구마순된장무침,배추김치,팥밥,느타리버섯국,깐쇼새우,연근조림,오이소박이김치,땅콩+견과류
찹쌀밥,팥죽,empty,소고기가지덮밥,유부실파국,깐쇼새우,empty,열무물김치,콩밥,낙지연포탕,소고기우엉조림,냉이무침,비트초절이,팥죽,오징어채소볶음,나박김치,소고기가지덮밥,쑥완자탕,가지들깨나물,empty,열무김치,차조밥,배추맑은국,소고기우엉조림,콩나물무침,비트초절이,밀
밤찹쌀팥밥,애호박젓국찌개,두부채소굴소스볶음,충무김밥+반찬,냉콩나물국,감자채볶음,(고춧가루제외)부추사과무침,나박김치,찹쌀밥,참외미역냉국,소고기토마토조림,애호박나물,비트초절이,찹쌀팥밥,애호박젓국찌개,두부채소굴소스볶음,충무김밥+반찬,냉콩나물국,감자채볶음,(고춧가루제외)부추사과무침,나박김치,찹쌀밥,미역국,소고기토마토조림,파프리카무침,비트초절이,땅콩+견과류
팥밥,애호박맑은국,소고기버섯불고기,밤콩밥,늙은호박국,냉이나물,애호박생선살찜,열무김치,율무밥,두부전골,견과류고구마범벅,empty,백김치,오리엔탈비빔쌀국수,애호박맑은국,소고기버섯불고기,멸치볶음밥,무맑은국,닭봉구이,양상추샐러드,깍두기,율무밥,감자애호박국,가자미양념찜,오이부추생채,백김치,"난류,우유,밀,대두,땅콩+견과류"
고구마밥,조갯살부추맑은국,돼지고기우엉잡채,소고기카레라이스,감자양파국,양배추건새우볶음,미나리초무침,단무지,옥수수밥,감자고추장찌개,순살닭볶음탕,얼갈이나물,백김치,고구마밥,조갯살부추맑은국,돼지고기우엉잡채,돼지고기볶음밥,김치국,두부조림,미나리초무침,단무지,옥수수밥,버섯된장국,순살닭볶음탕,얼갈이나물,백김치,"난류,우유"
찹쌀밥,모듬어묵국,채소크로켓,팥밥,만두국,땅콩두부조림,닭가슴살양배추볶음,비트초절이,찹쌀현미밥,건새우아욱토장국,무말랭이,도라지오징어채무침,석박지,찹쌀밥,모듬어묵국,팽이버섯부추나물,팥밥,바지락살맑은국,땅콩두부조림,도라지오징어채무침,비트초절이,찹쌀현미밥,건새우아욱토장국,닭가슴살양배추볶음,무말랭이,배추김치,난류
밤찹쌀팥밥,감자탕,순살닭볶음탕,쌀밥,바지락된장국,참나물볶음,코다리엿장조림,나박김치,수수밥,팥죽,장산적조림,갈치카레튀김,파김치,찰현미밥,다시마양파국,순살닭볶음탕,쌀밥,맑은애호박국,가자미간장조림,콩나물무침,배추김치,수수밥,팥죽,소고기채소조림,참나물볶음,나박김치,"난류,밀,땅콩+견과류"
밤밥,달래된장국,닭고기냉채,방울토마토새우볶음밥,감자옹심이국,채소비빔소면,고구마맛탕,깍두기,완두콩밥,버섯찌개,순살간장닭갈비,두부잡채,열무물김치,기장밥,대구탕,닭고기냉채,마파배추덮밥,감자옹심이국,멸치볶음,김자반,깍두기,완두콩밥,버섯찌개,순살간장닭갈비,두부잡채,열무물김치,"난류,밀,땅콩+견과류"
